channelId,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId.value,canRate,viewerRating,likeCount,publishedAt,updatedAt,id,parentId,moderationStatus
UCoQD2xsqwzJA93PTIYERokg,IUiMxaI4-EQ,월드컵과 k리그는 다릅니다 ㅋㅋㅋ 풉 킼,월드컵과 k리그는 다릅니다 ㅋㅋㅋ 풉 킼,@Dorrattt,https://yt3.ggpht.com/D5Hz3G2nU1YbZYUmwBADWVkQwdiDZ096OfLoYyuRC_UlZVoPy0hU7EI6babxJVeUKOWIodiUleE=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Dorrattt,UCOir_nskdXS5TJknZV_C1mg,TRUE,none,0,2023-01-25T05:08:20Z,2023-01-25T05:08:20Z,UgwEb4-zYxwFuFIBu_B4AaABAg,NA,NA
UCoQD2xsqwzJA93PTIYERokg,IUiMxaI4-EQ,1줄 요약<br>나도 그들과 같은 패다.,"1줄 요약
나도 그들과 같은 패다.",@user-jx2mk8cz2q,https://yt3.ggpht.com/ZHgpuCod-MPk7UkPZnNUZsxtERnQn18kM5BWp7_r9JOOd1l8iRJ_1voJwPNy4DihXSsVrPwI2zI=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@user-jx2mk8cz2q,UCk777s8Ehff1qml3T-T2d5w,TRUE,none,0,2023-01-25T05:04:08Z,2023-01-25T05:04:08Z,Ugxe6srIqvZQT5anWiR4AaABAg,NA,NA
UCoQD2xsqwzJA93PTIYERokg,IUiMxaI4-EQ,생긴거만 봐도 참 ㅋㅋ,생긴거만 봐도 참 ㅋㅋ,@user-mc6pz8gg8c,https://yt3.ggpht.com/k6mh6JP9R3CRQDpeJcEk0xOnevXEm9LEiRImxmYBhbxRRQnwZkpdszMrJ7REpf8UG4mfk5CPxQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@user-mc6pz8gg8c,UCklr9iMdcV8-5hyFuHTgVYw,TRUE,none,0,2023-01-25T04:55:52Z,2023-01-25T04:55:52Z,UgzxFKTCB7LYD-KtzJ54AaABAg,NA,NA
UCoQD2xsqwzJA93PTIYERokg,IUiMxaI4-EQ,정유라 이야기하는건가요???,정유라 이야기하는건가요???,@user-cj5li6zx4u,https://yt3.ggpht.com/Ey1uacmPwwwEDGG4ZIEQr9QQkMjgoWnDCjcbVf0VtinW3t-40lnQLiJ_saSLYyq61Kvf5MQpwNM=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@user-cj5li6zx4u,UCGsXVfwiegFFJS4egOso4lA,TRUE,none,0,2023-01-25T04:52:24Z,2023-01-25T04:52:24Z,UgytBJI-Vmo6ThUXuP14AaABAg,NA,NA
UCoQD2xsqwzJA93PTIYERokg,IUiMxaI4-EQ,먼 개소리냐 이건또,먼 개소리냐 이건또,@srwgsh6168,https://yt3.ggpht.com/ytc/AIdro_mmuoXCctyomfvEaZLYBED85IQHWPnTp6CjQb9p58w=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@srwgsh6168,UCAJiwBG-cGblkL9OSSnbX0A,TRUE,none,0,2023-01-25T04:38:58Z,2023-01-25T04:39:31Z,UgyvQdjLpQyO7DRHnuh4AaABAg,NA,NA
UCoQD2xsqwzJA93PTIYERokg,IUiMxaI4-EQ,국민이 개돼지긴한데.. 보이는것도 꿀꿀?...,국민이 개돼지긴한데.. 보이는것도 꿀꿀?...,@Djaakrkstnwkfgofk,https://yt3.ggpht.com/14FrI9aFb1P3DawrNoeHCtecPqZ5BgnU9AxokJOyU2M2w1nGCiBXTzliecqFYow8Uv62C_eVSA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Djaakrkstnwkfgofk,UCUEpdJZpfg2XXxx6uPQtAKQ,TRUE,none,0,2023-01-25T04:38:45Z,2023-01-25T04:38:45Z,UgwPPSfnx_rfw25NQh54AaABAg,NA,NA
UCoQD2xsqwzJA93PTIYERokg,IUiMxaI4-EQ,아 .... 다 아는건 그만 말하시고요,아 .... 다 아는건 그만 말하시고요,@user-iy2mt7oc8t,https://yt3.ggpht.com/ytc/AIdro_mGRLl0vTQJNnLPWbBnRnppid2Km040QNo7TlQDgMU=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@user-iy2mt7oc8t,UCyl4nwQhSKHg5yHP5NgDgaw,TRUE,none,0,2023-01-25T04:18:58Z,2023-01-25T04:18:58Z,Ugzcrww498puSZDyHy54AaABAg,NA,NA
UCoQD2xsqwzJA93PTIYERokg,IUiMxaI4-EQ,목소리 걸걸해서 듣기싢네,목소리 걸걸해서 듣기싢네,@user-qd8mp9hi5o,https://yt3.ggpht.com/KQ1JDbtAAH8Pb-bq1FkFUUmoMuZ8vG6MjbFSnu1MStw8bEx6e0HOFdSQSemawhJHG7Ltncji5Q=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@user-qd8mp9hi5o,UCMmzMIw0ELjEGGssgbj8kNg,TRUE,none,1,2023-01-25T04:02:00Z,2023-01-25T04:02:00Z,UgxsfgdfPQQoJ7H3v2x4AaABAg,NA,NA
UCoQD2xsqwzJA93PTIYERokg,IUiMxaI4-EQ,아 답답하다…국회의원맞나?…,아 답답하다…국회의원맞나?…,@user-bh5vj9dj3j,https://yt3.ggpht.com/ytc/AIdro_ndtGCqv8GkxVkOUgUUrgxMJ79NmTAJGhdSHUUM4AH2_DjjKes=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@user-bh5vj9dj3j,UCInc5rjpoVXeFM30asHdi8w,TRUE,none,0,2023-01-25T04:00:06Z,2023-01-25T04:00:06Z,UgxgchZl6KajxTmfNZV4AaABAg,NA,NA
UCoQD2xsqwzJA93PTIYERokg,IUiMxaI4-EQ,그래서 피파가 현대한테 이권을 또 줌? 10조 광고 효과말고 따로 뭐 줬냐고~ 아주 목소리만 크면 다지,그래서 피파가 현대한테 이권을 또 줌? 10조 광고 효과말고 따로 뭐 줬냐고~ 아주 목소리만 크면 다지,@user-zf1rn8gu6c,https://yt3.ggpht.com/CH1kI7X_7qo6LDegCSvDo2J_DYVk72ngvMdlfpLgd2dtsrGB8GnasfcCQpuw9USKnkbxgcUhbw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@user-zf1rn8gu6c,UCcVTRJ7MfX2B1q7Fz0JYK_Q,TRUE,none,1,2023-01-25T03:44:15Z,2023-01-25T03:44:15Z,Ugyuec7bWxVLS84nfct4AaABAg,NA,NA
UCoQD2xsqwzJA93PTIYERokg,IUiMxaI4-EQ,굥정부 월드컵도 수사 압색 들어 갈 겁니다,굥정부 월드컵도 수사 압색 들어 갈 겁니다,@eunko9870,https://yt3.ggpht.com/ytc/AIdro_ljkhRRa905q7IaZ8v7W8Me6KhC0jGPUr6kW4VjCHrBOtO1vdwHuS12r0sd1WUEpL_ilA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@eunko9870,UCEPtxqRtotPDuawwHZPP5qA,TRUE,none,1,2023-01-25T03:43:33Z,2023-01-25T03:43:33Z,Ugzjl06Pe8vh3tb5l0N4AaABAg,NA,NA
