채널명,채널설명,채널국가,채널개설일,조회수,구독자수,비디오수
델리민주 Daily Minjoo,"더불어민주당 인스타그램 shorts 채널 개설!

빠르고 생생한 더불어민주당의 오늘!
인스타그램 shorts로 한 번에 모아보고 싶다면?

바로가기 : https://www.instagram.com/theminjoo_shorts/


이전 영상은 하단 링크에서 보실 수 있습니다. 
민주당 영상아카이브1 https://youtube.com/c/minjoodang
민주당 영상아카이브2 https://youtube.com/user/minjootv

",KR,2018-10-30T02:04:43Z,76595282,269000,4548
