videoId,title,publishedAt,viewCount,likeCount,favoriteCount,commentCount
w_lGYw8oupE,인사청문명단 = 검찰 수사대상자 명단?,2022-05-02T05:52:50Z,1881,251,0,53
Vf3cf7aPo3o,"'한국, 너무 국수주의적', 국무총리 한덕수 후보자의 시각 #론스타",2022-05-02T05:36:41Z,4707,491,0,27
EsfnGBO8YtI,"김앤장에서 받은 20억, 전관예우가 아니라면 업무내역을 밝히십시오 - 국무총리 후보자 한덕수 인사청문회",2022-05-02T04:46:06Z,36558,2551,0,74
YF4-EZi8uqg,5월 2일 비상대책위원회의 생중계,2022-05-02T01:00:10Z,1326,167,0,22
LrMAivrlztw,시민공천배심원 경선 후보자 토론회 - 경기 광주시,2022-05-01T09:30:26Z,5825,360,0,19
ondhxJeg3vQ,시민공천배심원 경선 후보자 토론회 - 경기 오산시,2022-05-01T06:35:50Z,4367,319,0,15
3xJby7SBhlI,이렇게 나대시는 것은 이건 국민에 대한 예의가 아니라고 생각합니다;,2022-04-30T11:55:50Z,4502,705,0,61
RfWtXMpRNA0,시민공천배심원 경선 후보자 토론회 - 서울 금천구,2022-04-30T09:04:01Z,2794,225,0,5
sY_9n41Gc8s,시민공천배심원 경선 후보자 토론회 - 서울 강서구,2022-04-30T06:43:14Z,3776,284,0,25
Jcm0eWIpupI,"합의할 땐 언제고, 또 나몰라라? 부끄러운줄 아세요 #국민의힘 #권성동 #검찰개혁",2022-04-29T14:52:01Z,11490,736,0,55
1pF4miBMHss,윤석열 내각 후보자 모두 퇴장감입니다,2022-04-29T05:11:08Z,2527,462,0,43
n8tOm6gtnMw,4월 29일 비상대책위원회의 생중계,2022-04-29T01:03:33Z,3236,260,0,35
nBAR4PmJRZM,김종민이 지난 3년간 윤석열 검찰을 보면서 느낀 것 #필리버스터,2022-04-27T13:35:36Z,3966,419,0,28
KlRCk2EmDkU,"필리버스터 김종민 사이다 발언! 수사기소분리, 5월안에 정리해야 하는 이유 #검찰개혁",2022-04-27T13:29:25Z,5186,408,0,33
WPk0Zof8jrc,도대체 왜 이렇게 돌아가지? 더 이상 대화와 타협은 없습니다 #권성동 #검찰정상화,2022-04-27T08:09:27Z,7855,589,0,54
r4YLxpvgOjo,권력기관 개혁입법 관련 기자간담회 생중계,2022-04-27T03:17:30Z,2936,542,0,71
YtcQvCzg4kU,4월 27일 비상대책위원회의 생중계,2022-04-27T01:04:51Z,1908,269,0,28
Y9BoA6ospS8,더불어민주당 서울시장 후보자 경선 합동연설회 생중계,2022-04-26T12:01:18Z,4369,705,0,68
IHDObcJ4-P8,합의 파기 즉시 검찰개혁법안 통과시킬 것! #검찰개혁 #검찰정상화,2022-04-25T07:30:54Z,2224,373,0,70
WqcqhSwkfss,강원도를 위한 민주당 5대 비전 발표회 생중계,2022-04-25T05:13:46Z,1213,176,0,25
vPtoZI62A10,4월 25일 비상대책위원회의 생중계,2022-04-25T01:10:01Z,3575,350,0,172
NwtKAk1asnY,더불어민주당 청년 광역 비례대표 공개경쟁 경연대회,2022-04-23T09:18:00Z,7067,625,0,28
6EgVgEhscg0,검찰왕국을 꿈꾸는 한 정치인의 꿈을 무산시키는 법 #검찰개혁 #검찰정상화,2022-04-22T05:20:01Z,131434,5785,0,264
a0hD8zwu8mQ,검찰이라는 집단이 함부로 행동하는 이유 #검찰개혁 #검찰정상화,2022-04-22T05:19:58Z,77947,4380,0,171
US-_q791-RQ,4월 22일 비상대책위원회의 생중계,2022-04-22T00:52:54Z,2438,198,0,60
H2Q0RKXUrVA,검찰 정상화를 위한 유튜버 라이브 간담회,2022-04-21T13:24:43Z,32094,3780,0,162
d38uqECajso,더불어민주당 충남도지사 후보자 경선 토론회,2022-04-21T09:23:18Z,5073,252,0,20
M230yx9ryqE,더불어민주당 대전시장 후보자 경선 토론회,2022-04-21T07:54:41Z,2271,223,0,4
aamB4ipZkN0,더불어민주당 블루스타트포럼 발족식 생중계,2022-04-21T05:53:11Z,2595,302,0,18
aNMujjYCbys,더불어민주당 세종시장 후보자 경선 합동연설회 생중계,2022-04-20T07:59:00Z,2131,194,0,15
lsKcdtSUmjM,4월 20일 비상대책위원회의 생중계,2022-04-20T01:00:56Z,3271,261,0,95
GseznzsMHnA,#무검유죄 #유검무죄 국민들은 유검무죄의 나라를 원하지 않습니다 #검찰개혁,2022-04-19T07:36:17Z,2927,440,0,39
KHXtCBBt9BA,"'아빠찬스' 정호영-윤석열 40년지기 친구, 왜 수사 안하나?",2022-04-18T04:59:16Z,2513,253,0,26
UoFTr-0htkQ,4월 18일  비상대책위원회의 생중계,2022-04-18T01:03:55Z,2524,267,0,41
GKOPUxzby9A,제3차 중앙위원회 생중계 - 개표결과 발표 (새로운물결 합당의 건),2022-04-15T06:05:53Z,2511,295,0,27
fa8JzevgPSQ,제3차 중앙위원회 생중계 - 개회선언 및 안건상정,2022-04-15T01:17:04Z,1461,214,0,16
eiku_onBcmg,4월 15일 비상대책위원회의 생중계,2022-04-15T00:48:52Z,1473,178,0,33
CX8JGV6U84Q,"한동훈 임명으로 국민에 어퍼컷 날린 윤석열 정부, 국정농단의 전조",2022-04-14T04:04:28Z,14308,898,0,116
8d8H26RpANk,"윤석열 ""수사·기소권 분리, 바람직한 방향이다"" #검찰개혁",2022-04-13T09:03:51Z,11188,624,0,88
yXXK0jNwIPE,검찰특권 해체! 검찰을 똑바로 세우겠습니다 #검찰정상화,2022-04-13T06:35:29Z,1870,288,0,52
3J7Hu52gKzw,4월 13일 대전 현장 비상대책위원회의 생중계,2022-04-13T02:49:42Z,2447,258,0,102
U2qOZs0CKxk,검찰의 도를 넘은 정치개입. 즉각 중단해야 #검수완박,2022-04-11T02:27:12Z,4933,683,0,168
Fp62V7Em_Gw,4월 11일 비상대책위원회의 생중계,2022-04-11T00:11:15Z,3066,359,0,120
sKUvwOX4i8s,4월 8일 비상대책위원회의 생중계,2022-04-08T01:07:09Z,2314,303,0,108
GPbsAJrNbrk,더불어민주당·새로운물결 합당서약식 생중계,2022-04-07T01:20:35Z,2274,267,0,68
yTKm5SO7qkU,"故이예람 중사 특검법 무산, 유가족분들께 진심으로 죄송합니다",2022-04-06T02:24:59Z,3213,307,0,44
IlmpKvQb9zk,4월 6일 비상대책위원회의 생중계,2022-04-06T01:13:47Z,2403,271,0,44
RprIAe4M-wA,"언론탄압 등 인수위의 점령군 놀이, 직권남용은 구속수사감입니다",2022-04-04T06:28:35Z,4462,431,0,61
yJddvcT81gk,4월 4일 부산 비상대책위원회의 생중계,2022-04-04T02:21:49Z,2504,320,0,70
16eH3JKzqlA,제2차 더불어민주당 중앙위원회 생중계 - 개표결과 발표,2022-04-01T06:09:34Z,4244,372,0,72
NbCkke3iwoU,"검찰총장 당시 특활비 147억 쓴 윤석열 당선인, 이런 정치공세 말이 됩니까?",2022-04-01T05:18:15Z,36240,1264,0,122
yuv-aUfjuws,제2차 더불어민주당 중앙위원회 생중계 - 안건상정 및 제안설명,2022-04-01T01:19:16Z,2883,283,0,61
JcWX50wkiOY,4월 1일 비상대책위원회의 생중계,2022-04-01T00:51:34Z,2052,242,0,19
KY0GXe7nuk8,윤석열 당선인이 답할 시간 #중대선거구제,2022-03-30T04:05:40Z,2938,256,0,39
NG4S77Hj6CU,3월 30일 비상대책위원회의 생중계,2022-03-30T01:10:20Z,3134,310,0,51
pM4mZg9NnaI,'산자부 압수수색' 검찰독재의 시작?,2022-03-28T07:02:37Z,39208,1236,0,174
k0VzCSmGkhI,3월 28일 비상대책위원회의 생중계,2022-03-28T01:08:41Z,2359,329,0,74
qIQS_ACHSng,3월 25일 비상대책위원회의 생중계,2022-03-25T01:06:42Z,2854,388,0,69
Q9hFs73zzOI,제3기 원내대표 선거 생중계 - 더불어민주당,2022-03-24T09:09:07Z,88246,4650,0,278
sd2Va5CnlBM,3월 23일 비상대책위원회의 생중계,2022-03-23T01:11:31Z,2610,300,0,51
8fUarwIi3n4,대통령 집무실 이전에 대한 국방부 장관의 현실적인 답변 #shorts,2022-03-22T05:56:38Z,435814,7238,0,569
6XmW5nnwVqE,3월 21일 비상대책위원회의 생중계,2022-03-21T01:03:50Z,2324,271,0,104
XlNPta8Qv1Q,윤호중 공동비상대책위원장 기자간담회 생중계,2022-03-20T05:45:56Z,11458,1317,0,266
31uYLc6GcBY,3월 18일 더불어민주당 비상대책위원회의 생중계,2022-03-18T01:09:16Z,4700,385,0,178
TpJMFO3qUek,3월 16일 더불어민주당 비상대책위원회의 생중계,2022-03-16T02:22:32Z,8962,518,0,325
vasbdfFSoGg,3월 14일 더불어민주당 비상대책위원회의 생중계,2022-03-14T01:12:46Z,10481,664,0,392
jITCH5guH70,더불어민주당 비상대책위원회 인선발표 생중계,2022-03-13T02:23:59Z,35193,2241,0,1224
pIBfrllnhJg,더불어민주당 의원총회  - 0311,2022-03-11T05:46:18Z,12636,1553,0,824
ipsrjbBl-k4,지도부 기자회견 생중계 - 더불어민주당,2022-03-10T08:25:37Z,16914,1993,0,531
aq9rGpEkhEc,선거대책위원회 해단식 - 더불어민주당,2022-03-10T05:25:55Z,28096,2665,0,702
cxrzhbSNF_4,출구조사 결과 발표 생중계 - 더불어민주당,2022-03-09T10:46:29Z,15715,1034,0,227
gjzq0EriA4U,"오직, 국민입니다",2022-03-09T02:43:52Z,1155,130,0,20
8JlOKvBkhsA,청년 이용한 분열과 갈등은 그만! 이재명을 선택해주십시오,2022-03-09T02:30:32Z,534,48,0,14
PihYqA8GD68,시민사이다 '마지막 유세 청계광장',2022-03-09T02:20:22Z,1089,313,0,11
1VY2gOkVEe4,대한민국의 더 나은 세상을 위해 투표해주십시오! #대통령선거 #투표,2022-03-09T02:16:39Z,2429,341,0,24
Sho8fcNbzuk,당대표・원내대표 투표독려 기자회견 생중계 - 더불어민주당,2022-03-09T01:11:44Z,4050,853,0,22
ckyxIGo07Bs,"여성과 남성, 편견 없이 하나로 통합되는 정부로! #세계여성의날",2022-03-08T09:43:36Z,4982,605,0,105
xcyz9p175cg,3·8 세계 여성의 날 기념행사 - 송영길 당대표 축사,2022-03-08T09:32:00Z,2994,309,0,35
Fy_2mZZJOS0,〈바보 인권변호사의 꿈〉 소년공 이재명이 쏘아 올린 희망 공약 (4편),2022-03-08T07:20:47Z,704,95,0,11
ycisXXg0Opc,시민사이다 '미래도시 용산',2022-03-08T04:09:15Z,2771,480,0,25
hUln6r0HyJU,오늘보다 내일이 더 기대되는 '청년기회국가',2022-03-08T02:19:49Z,597,201,0,13
QkXH3vS_eKc,분열과 갈등을 원하지 않습니다 #shorts,2022-03-08T01:18:36Z,3966,258,0,39
mRgWFCRZvTU,또 촛불을 들 것입니까? #shorts,2022-03-08T01:18:33Z,2822,128,0,32
aSEsfnWSag8,정치인들이여. 비판만 하지 말고 대안을! #shorts,2022-03-08T01:18:31Z,349,50,0,2
iJnpldjqd70,민주당이 있어 희망이 있는 겁니다 #shorts,2022-03-08T01:18:27Z,2251,175,0,13
hheKJWjHgbM,시민사이다 '젊음의 거리 신촌',2022-03-08T01:17:38Z,2570,454,0,14
pJwfWYWSF6c,"남한 청년도 놀랄 북한 아오지에서 온 청년의 이재명 지지 이유 ""총알이 아니라 마음입니다~""",2022-03-07T10:01:23Z,644,96,0,16
ZSpcz19ba4U,"국힘과 윤석열이 들으면 혼비백산할 연세대 학생의 팩폭 ""누구보고 포퓰리즘이래~ 청년에게 진심인건 이재명이다""",2022-03-07T10:01:16Z,747,112,0,33
zDOOtbL0qyk,"텔레그램 n번방 사건 밝힌 박지현이 여성들에게 드리는 호소 ""누구를 뽑아야 하나 고민이라면 제 얘기를 들어주십시오""",2022-03-07T09:59:50Z,1786,338,0,21
sn92H7O1XgM,"아들을 한국군대에 보내는 러시아엄마의 간절한 바램 ""전쟁 무서워요..이재명 뽑아주세요""",2022-03-07T09:55:03Z,647,138,0,12
tK9cgPqcZMs,"""제가 바로 그 저축은행 피해자입니다""",2022-03-07T07:25:56Z,7115,816,0,31
shCHWy-oJQw,기득권 깨는 정치교체! 이재명이 합니다!,2022-03-07T05:39:10Z,481,112,0,9
iejyiTtnfQM,"대구에서 만난 스무살 청년 박서준 ""왜 이재명인가?""",2022-03-07T04:52:58Z,257,27,0,2
iCT5UF1Invs,시민사이다 '3.1일 서울의 중심 명동편',2022-03-07T04:45:59Z,283,42,0,1
oSV_L6PLIbc,"희망 앞으로, 돌봄 제대로 - 행복한 복지국가 #이재명",2022-03-07T02:42:20Z,210,43,0,1
AEa9hqsKcrg,시민사이다 ‘안동의 아들' 이재명이 고향을 찾았습니다.,2022-03-07T02:05:43Z,2434,426,0,8
YT3hAEDEN-k,시민사이다 '사람이 행복한 도시 울산',2022-03-07T02:05:00Z,5576,686,0,20
Iyb-qG1NXBc,중앙선거대책위원회의 생중계 - 더불어민주당,2022-03-07T00:32:28Z,25611,1897,0,113
HodXygNDiUc,준비된 대통령. 이재명입니다,2022-03-06T09:28:27Z,4668,685,0,50
4HATT6btE0E,[TV광고] 이재명이 보내는 일곱번째 메시지 [선택]편,2022-03-06T09:26:19Z,977,284,0,17
fEN5vMrFlUw,경기 수원시 유세 생중계 - 송영길 상임선대위원장,2022-03-06T09:22:11Z,3449,766,0,2
J5dT1cNmfHk,시민사이다 '품격있는 글로벌 해양도시 부산',2022-03-06T06:25:45Z,3665,522,0,14
y8iQuyRRRSk,"시민사이다 '더 살기좋은  파주, 명품자족도시 파주'",2022-03-06T06:24:36Z,1968,366,0,4
GF1JS9VOV_Y,시민사이다 '더불어 함께 사는 행복한 도시' 원주!,2022-03-06T06:23:46Z,1069,265,0,9
uCm6bGGBruU,송영길 당대표 에너지 정책 관련 기자회견 생중계,2022-03-06T05:15:37Z,992,170,0,7
MhrLT6D4gXs,경기 안양시 유세 생중계 - 송영길 상임선대위원장,2022-03-06T04:06:14Z,1253,356,0,8
Rh9g3HjQbaE,재건축 용적률 500% 인상! 세입자 우선 분양권! 이재명이 합니다! #부동산공약,2022-03-05T12:17:17Z,5004,488,0,30
LG_1SFjvDtA,정치학을 전공하고 있는 대학생의 이재명 지지 이유 #shorts,2022-03-05T09:43:50Z,6960,1016,0,64
YxXgjIyP2Ro,서울 송파구 유세 생중계 - 송영길 상임선대위원장,2022-03-05T08:29:05Z,2145,368,0,8
zoOzQNCmJrc,[AI이재명] 공중보건간호사 도입 약속! 이재명은 합니다!,2022-03-05T06:38:21Z,402,42,0,8
YimgWYWGwyE,서울 서초구 유세 생중계 - 송영길 상임선대위원장,2022-03-05T06:34:13Z,1732,474,0,14
rHa1Tfn7bCY,"대통령 캐스티 1순위, 이재명!",2022-03-05T05:25:37Z,1055,180,0,22
_UcvohtdLDM,[AI이재명] 이재명의 노후신도시특별법 공약 “평촌편”,2022-03-05T05:11:19Z,181,26,0,3
fxBXy1BURYQ,[AI이재명] 이재명의 노후신도시특별법 공약 “중동편”,2022-03-05T05:11:16Z,158,34,0,6
SK2rpPTKBEM,[AI이재명] 이재명의 노후신도시특별법 공약 “일산편”,2022-03-05T05:11:13Z,263,24,0,3
ii5KE0FfBXM,송영길 당대표 기자회견 생중계,2022-03-05T02:16:28Z,59493,2793,0,655
Y9xY5QzniYA,"[메이킹필름] 이정헌 전 JTBC 앵커, 찬조연설 비하인드 공개 #이재명 #이정헌",2022-03-04T12:00:17Z,13539,959,0,82
n1CEM01Hxg0,"국민이 역사의 주체, 대한민국의 주인입니다 - 이재명 후보 방송연설",2022-03-04T11:13:04Z,786,272,0,49
hyqjKQbWIQw,"누구나, 언제나, 어디서나 안전할 권리 - 추적단 불꽃 출신 활동가 박지현 찬조연설",2022-03-04T11:12:51Z,5322,982,0,111
EL0Ez5TIERs,"부동시로 군대 피하고, 정상시력으로 검사 합격 #shorts",2022-03-04T10:16:08Z,6993,758,0,29
9KFbBtKWEXE,"[메이킹필름] 안귀령 전 YTN 앵커, 찬조연설 비하인드 공개 #이재명 #안귀령",2022-03-04T09:00:05Z,50982,1760,0,117
0W7jIMptdRI,소상공인 여러분께 #이재명,2022-03-04T08:57:12Z,312,47,0,2
xLxT2cwgsGA,제주 제주시갑 유세 생중계 - 송영길 상임선대위원장,2022-03-04T08:21:39Z,1019,333,0,3
3YXAwbRdfhk,"흔들림 없이, 국민과 함께!",2022-03-04T08:02:52Z,2299,179,0,29
j7Zhnyivn7s,"[메이킹필름] 가수 이은미, 준비된 후보는 이재명 뿐 #이재명 #이은미",2022-03-04T07:43:17Z,1135,114,0,6
ZKSMBNb05L0,제주 서귀포시 유세 생중계 - 송영길 상임선대위원장,2022-03-04T06:46:03Z,1083,394,0,5
858vEzxDveE,윤석열 후보의 단점 (by. 윤잘알 원희룡),2022-03-04T02:28:02Z,24702,1487,0,94
7hZ-5M7UQQ0,오늘 점심시간에... 당근 하실래요..?,2022-03-04T00:25:41Z,4404,230,0,21
EwYrxEmTyuA,오늘 OOOO하러가서 꼭 해봐야 하는 것!,2022-03-04T00:23:42Z,7916,609,0,40
A9gDZ2R2v78,"가수 이은미 ""함께 한다면 모두 이겨낼거야"" - 이재명 후보 찬조연설",2022-03-03T11:55:51Z,1517,319,0,40
4SGIOUOgdSE,혐오를 넘어 생존을 위해 이재명을 지지합니다! [박지현위원장],2022-03-03T11:34:56Z,12000,799,0,120
_whxhhFUE3E,깨끗하고 맑고 자신있는 하늘을 위해!,2022-03-03T08:49:12Z,1542,236,0,16
VHGNtuPMnvk,〈가난과 눈물의 씨앗〉 - 소년공 이재명이 쏘아 올린 희망 공약 (3편),2022-03-03T08:09:45Z,619,64,0,5
Dz0bhd0KR9o,전남 순천시 유세 생중계 - 송영길 상임선대위원장,2022-03-03T06:19:28Z,946,267,0,10
EwNitrG50EA,[TV광고] 이재명이 보내는 여섯번째 메시지 [나를 위해]편,2022-03-03T05:47:09Z,660,106,0,37
alKoOYnF8jM,[AI이재명] 이재명의 노후신도시특별법 공약 “산본편”,2022-03-03T04:31:27Z,221,23,0,2
ejExMQtMwGs,"이재명VS윤석열, 어르신 공약 비교",2022-03-03T04:00:19Z,908,229,0,16
S8i063txWdA,전남 여수시 유세 생중계 - 송영길 상임선대위원장,2022-03-03T03:12:54Z,1325,320,0,1
eSveSvkF1yE,[AI이재명] 이재명의 노후신도시특별법 공약 “분당편”,2022-03-03T02:48:56Z,182,27,0,0
t9yVaCFtWUw,전남 고흥군 유세 생중계 - 송영길 상임선대위원장,2022-03-03T00:30:13Z,1747,374,0,51
QIh8IMgBVZQ,[AI이재명] 이재명 후보가 간호사분들께 전하는 진심♡,2022-03-02T22:00:19Z,1216,73,0,4
LrPfqbjYlY8,[AI이재명] 이재명 후보가 반려가족분들께 전하는 진심♡,2022-03-02T22:00:12Z,207,29,0,5
XI14S5Nzgas,[AI이재명] 이재명 후보가 요양보호사분들께 전하는 진심♡,2022-03-02T22:00:11Z,788,42,0,3
G6UkTC_7y1o,[AI이재명] 이재명 후보가 암경험자분들께 전하는 진심♡,2022-03-02T22:00:10Z,130,16,0,1
9n3PfDnyyOE,[AI이재명] 대통령직속 국가장애인위원회 설치 이재명은 합니다!,2022-03-02T22:00:07Z,284,29,0,1
Y6W0hSFiWDw,성인지예산? 잘 모르지만? 줄여서 무기를 삽시다!? #shorts,2022-03-02T14:54:06Z,570930,13277,0,1184
V7A0_jBCcqU,제에발!!!! 질문에 대한 답변을 해주세요 윤석열 후보님 #몰라서? #이해못해서?,2022-03-02T14:53:44Z,774,113,0,37
FhXlYvDfu8w,논스탑 이재명 VS 스-탑 윤석열 #shorts,2022-03-02T13:49:27Z,57603,3509,0,404
bIqsu6sgTnQ,지난해 8월에 손실보상금 요청했었는데요... 몰라서? 일부러?,2022-03-02T12:30:07Z,36189,1216,0,87
3ZeOMwYXXuw,한부모가족증명서 발급에 소득을 본다고? 어이가 없네~(feat. 조정식 의원),2022-03-02T10:48:58Z,11669,562,0,25
KPqLt1r3fz4,전남 보성군 집중유세 생중계 - 송영길 상임선대위원장,2022-03-02T09:24:20Z,1132,380,0,5
UCnJihalcBI,[실험카메라] 누군가 내 투표권을 50만원에 산다고 한다면?,2022-03-02T06:47:46Z,5398,219,0,22
fQyQMCT18Ic,전남 목포시 유세 생중계 - 송영길 상임선대위원장,2022-03-02T05:48:58Z,1047,350,0,4
qbeRh3f_niA,송영길 당대표 '사표' 긴급 기자회견,2022-03-02T05:00:13Z,75859,4073,0,667
Jk2ZJ7Hd7hY,전남 나주시 집중유세 생중계 - 송영길 상임선대위원장,2022-03-02T03:12:46Z,2501,582,0,6
pjjV8FGEu2g,"[투표 #제대로 챌린지] 우리가족은 결정했어요, 나를 위해 사전투표!",2022-03-02T03:00:18Z,1574,234,0,11
x7ua6vCXhNk,사전투표하러 가볼게. 하나둘셋 얍!,2022-03-01T10:00:28Z,12640,1155,0,186
5oDJlXoMvvk,광주 서구 집중유세 생중계 - 송영길 상임선대위원장,2022-03-01T08:19:35Z,2355,669,0,16
VeC1JWvw544,"기초연금 40만원으로 인상, 부부감액 폐지 #이재명 #기초연금 #어르신공약 #shorts",2022-03-01T08:07:29Z,17261,573,0,68
VKJvmmhLHWE,[AI이재명] 이재명 후보가 반려가족분들께 전하는 진심♡,2022-03-01T08:04:43Z,587,78,0,10
uRjvALLOsbM,[AI이재명] 이재명 후보가 사회복지 현장종사자분들께 전하는 진심♡,2022-03-01T08:04:16Z,650,48,0,3
xf5Ka-mRpi4,[AI이재명] 이재명 후보가 보육교사분들께 전하는 진심♡,2022-03-01T08:03:56Z,1584,58,0,4
o_D9YcemFr4,"평화 앞으로, 안보 제대로! 강력한 대한민국!",2022-03-01T06:33:43Z,197,46,0,4
SErqH9piu4E,나를 위해 사전투표! 3월 4일~5일 준비 됐나요?,2022-03-01T01:20:29Z,968,140,0,10
hHCatNiGf5E,"소상공인의 꿈을 이뤄줄 능력있는 대통령, 이재명",2022-03-01T01:15:46Z,515,202,0,6
-wX-WN8lYo8,"정치교체로 국민통합정부를 만들 새 시대의 첫 차, 이재명!",2022-02-28T12:28:23Z,733,241,0,24
6_YK0komgUM,일과 돌봄 모두 놓치지 않을거에요!(feat.  권인숙 의원),2022-02-28T09:18:15Z,2309,313,0,26
QFMwwrD34Ig,대구 남구 유세 생중계 - 송영길 상임선대위원장,2022-02-28T08:33:15Z,1096,284,0,4
Gda_dPpyyos,〈소년공 재명이의 꿈〉 - 소년공 이재명이 쏘아 올린 희망 공약 (2편),2022-02-28T07:26:01Z,25707,2504,0,303
weeztDxJDtQ,대구 북구 아침인사 및 유세 생중계 - 송영길 상임선대위원장,2022-02-28T00:31:39Z,1263,316,0,9
nyVWeM3BoZo,"이재명이 그리는 과학기술 최강국, 대한민국",2022-02-27T12:10:41Z,562,105,0,26
jBPIQn0tEgw,긴급 의원총회 생중계 - 더불어민주당,2022-02-27T11:33:09Z,15963,1681,0,118
FC5Jvo85QJg,인천계양 집중유세 생중계 - 송영길 상임선대위원장,2022-02-27T09:29:22Z,2795,703,0,31
v6tUExZcyJk,농부는 밭을 탓하지 않습니다 #이재명,2022-02-27T09:06:35Z,896,233,0,12
34Kji5wgjeg,〈어머니의 따뜻한 품〉 -  소년공 이재명이 쏘아 올린 희망 공약 (1편),2022-02-27T07:28:27Z,1725,302,0,23
Qe6rBcU_4SA,"[남부수도권 공약] 남부 경제수도(영․호남, 제주)를 만들겠습니다!",2022-02-27T06:06:45Z,429,29,0,3
nPcYv0aL_rE,"김현종 ""대한민국! 여기서 멈출 수 없습니다"" 나를 위해, 이재명",2022-02-27T05:09:12Z,2323,510,0,12
JpQSfqxcQ94,[찬조연설] 폴란드 재외동포 남종석,2022-02-26T11:01:28Z,1103,137,0,12
VQeGDz3mPms,경북 구미시 유세 생중계 - 송영길 상임선대위원장,2022-02-26T09:06:42Z,1646,448,0,17
dQHN2gIqjaA,경북 경산시 유세 생중계 - 송영길 상임선대위원장,2022-02-26T06:03:33Z,1701,440,0,17
qbLVIE6phVs,"단.한.번.도? #전술핵 한반도 재배치, 본인 공약도 헷갈리는 중.. #윤석열 #shorts",2022-02-26T04:45:11Z,10637,861,0,52
2ghdZGd0gjk,"요동치는 국제정세, 위기의 순간 필요한 안보 대통령 #이재명",2022-02-26T04:31:41Z,1632,407,0,31
UzmygQhuF_o,토론회에서 대놓고 대장동 거짓말하는 윤석열 #shorts,2022-02-26T02:32:30Z,203064,4839,0,357
D3onwzP1vug,[메이킹필름] 외교안보통! 김현종 전 국가안보실 차장 이재명 후보 찬조연설 비하인드,2022-02-26T01:00:05Z,1916,276,0,25
e30NrMmCNXI,경북 포항시 유세 생중계 - 송영길 상임선대위원장,2022-02-26T00:37:16Z,2288,646,0,3
BEupNohz5UE,"국민이 정치를 걱정해야 하는 시대, 선거제도 개혁 꼭 필요합니다",2022-02-25T15:28:35Z,8574,1410,0,74
3fbp8_aSBV4,토론에서 질문조차 이해 못하는 후보 #데자뷰 #shorts,2022-02-25T15:03:35Z,216834,5858,0,707
yTsgsElrlNE,빙하 타고 온 대선후보 윤석열 #Shorts,2022-02-25T14:26:26Z,8552,751,0,42
Rhrodsvn8s4,거칠고 난폭한 윤후보의 안보관. 철회하실 생각 없으십니까? #shorts #이재명,2022-02-25T13:04:28Z,9069,721,0,82
Gg2H75gzQC8,음주 청소년 '업주 독박'은 막아야 하기에 (feat. 단호한 김종민),2022-02-25T09:00:10Z,57853,2594,0,190
XcHHywIaayE,경북 안동시 유세 생중계 - 송영길 상임선대위원장,2022-02-25T07:56:57Z,2544,606,0,10
yhTl8qa-xms,최순실의 귀환! 샤머니즘 시대 개막? #윤석열 #Shorts,2022-02-25T02:28:25Z,2386,276,0,10
voEciFDQfE0,경북 상주시 유세 생중계 - 송영길 상임선대위원장,2022-02-25T02:27:16Z,1778,519,0,8
nXKr2LUQEy8,이낙연 총괄선대위원장 경기 수원 지역 지원 유세 생중계,2022-02-24T09:05:11Z,3708,617,0,21
lopazDZPW-c,"학부모에 등떠민 등학굣길, 이제부턴 국가책임 (ft. 안민석 의원)",2022-02-24T09:00:30Z,3892,412,0,17
bQfCyoFuhMQ,이재명 후보 주재 우크라이나 사태 대응 긴급 안보경제 연석회의 생중계,2022-02-24T08:39:15Z,976,150,0,47
JmduPuxWDTc,강남구병 은마아파트 상가 유세 생중계 - 송영길 상임선대위원장,2022-02-24T06:29:36Z,1317,327,0,13
IWvWtVsnkA0,대선 직후 '국민통합 정치개혁특위' 설치하겠습니다,2022-02-24T03:32:26Z,581,173,0,12
iVCDp9jM4Oo,용산구 집중유세 생중계 - 송영길 상임선대위원장,2022-02-24T03:00:32Z,1534,447,0,5
dha7v1LgVVY,📸신기함 주의🌟 이제 길에서 이재명 포스터 보이면 무조건 찍는거임,2022-02-24T02:24:12Z,3184,360,0,15
nKKGQCAApaU,국민통합을 위한 정치개혁 제안 기자회견 생중계 - 송영길 상임선대위원장,2022-02-24T00:24:05Z,2053,457,0,18
N3R_ScV-r7c,‘산부인과’를 ‘여성건강의학과’로 바꾸겠습니다.,2022-02-23T12:55:49Z,577,59,0,7
6Bkt85atwuI,"우리 문화를 확실하게 지키는, 강한 대통령이 되겠습니다",2022-02-23T12:30:56Z,325,66,0,29
FeVMdPbn7-8,"만 18세, 생에 첫 대선투표입니다",2022-02-23T12:24:22Z,310,47,0,3
4zAhgcOzacs,"이재명의 저녁인사😊 “국민여러분, 오늘 하루도 수고 많으셨습니다!”",2022-02-23T10:00:02Z,588,109,0,4
tTpL-p3oJEI,위기를 극복할 필살기 스킬 [앞.제.나.맞]! - 더불어민주당 대선 정책공약집 [앞으로 제대로 나를 위한 맞춤공약] 홍보 영상,2022-02-23T08:41:36Z,695,72,0,7
awEI9gXjsTc,충북 청주시 육거리종합시장 유세 생중계 - 송영길 상임선대위원장,2022-02-23T07:21:07Z,1197,345,0,4
