videoId,title,publishedAt,viewCount,likeCount,favoriteCount,commentCount
wK7xVcjfb8I,교실이 무너지는 것은 대한민국 공동체의 건강성이 무너지는 것입니다,2023-07-24T09:18:29Z,1102,215,0,32
82Kh8VgrWi0,도민 생명보다 본인 땅이 더 중요한 도지사?!,2023-07-24T08:52:29Z,3314,651,0,27
tVXVOo-fF5A,카르텔 제가 박살내겠습니다!! (처가는 빼고) #윤석열,2023-07-24T08:28:59Z,6072,451,0,36
X47B-yf1UCs,국민고통 민생위기 지켜만 보는 ‘위기 관람 정부'ㅣ최고위원회의,2023-07-24T01:10:36Z,2563,588,0,50
AQ7suHzKkO4,더불어민주당 주말 기자간담회 생중계 - 김민석 정책위의장,2023-07-23T02:22:08Z,8730,1311,0,38
te6k6J6NXJw,"요즘 우리를 화나게 하는 것들 ""일찍 갔다고 바뀔 건 없다"" #김영환 #김기현 #실언",2023-07-21T08:01:13Z,5606,503,0,57
URvOr9Uf0jk,김건희 고속도로 관련 회의가 16번이나?  - 대통령 처가 고속도로 게이트,2023-07-21T05:35:21Z,1840,472,0,65
DQ9RennF3PU,"""희망이 없어요, 물에 다 잠겨버렸으니까...""",2023-07-21T01:45:29Z,2120,487,0,64
6JISCow4klw,"수해대응 과정에서 정부여당이 보여준 무능과 무책임, 그 책임을 물어야합니다ㅣ최고위원회의",2023-07-21T01:03:13Z,2180,619,0,30
IUeHhlnxKew,절실한 민생 추경 거부하는 국민의힘,2023-07-20T07:11:18Z,3451,568,0,41
nAJL7QAoDaU,더불어민주당 정책조정회의 생중계 - 7월 20일,2023-07-20T00:55:00Z,2688,574,0,40
fLXmIRS51ok,'이기는 민주당' 서울편 - '가짜 평화론을 넘어서',2023-07-19T12:01:24Z,4011,432,0,23
aG_6ucMVszw,[실시간] 경북 산사태 피해복구 현장 찾은 이재명 대표,2023-07-19T06:47:33Z,17996,2549,0,143
oYMi4Q0S02k,정부는 왜 질문에 답하지 않습니까?ㅣ1일1질문 브리핑 이소영 의원,2023-07-19T06:11:40Z,927,256,0,14
IVE6KLJDMDM,"재난으로 고통 받는 국민, 국가는 무한책임을 져야 합니다ㅣ경북 현장 최고위원회의",2023-07-19T02:19:52Z,2130,582,0,23
zcMZTcmd2E4,수해 피해 국민 앞에서.. '그 들'이 쏟아낸 망언들,2023-07-18T09:15:13Z,13546,1115,0,74
XnPAfXvFswk,우리 아이들과 후손의 건강은 또 어떻게 책임질 것입니까?ㅣ 1일1질문 브리핑 안호영 의원,2023-07-18T07:45:49Z,1385,441,0,8
0-sjs5uZlt4,더불어민주당 의원총회 생중계 - 7월 18일,2023-07-18T04:45:07Z,4244,783,0,27
8Z0pHsBbRMs,이재명 대표 손 붙잡고 눈물 흘리는 수해 피해 주민들,2023-07-18T02:49:41Z,14818,2543,0,203
M1EPAXK2ThA,[현장실시간] 전북 농가 수해현장 찾은 이재명 당대표,2023-07-18T02:41:43Z,8563,1513,0,54
QYw4SOhx010,더불어민주당 원내대책회의 생중계 - 7월 18일,2023-07-18T01:05:00Z,4249,780,0,53
RmLhyIX7s30,어디에 계십니까 대한민국 대통령,2023-07-17T12:44:06Z,5569,804,0,56
oQ6BTN9xUuw,김건희 명품 쇼핑ㅣ국민이 '호갱' 으로 보이십니까?,2023-07-17T09:36:30Z,17545,1346,0,98
faxDK6gEH2Q,후쿠시마 오염수 정부 정책 방향을 국민에게 물어주십시오 l 1일 1질문 브리핑 - 이병훈 국회의원,2023-07-17T06:08:35Z,1229,403,0,20
Brrsva3d06A,"전국 집중호우 수해피해, 민주당도 국가적 재난 수습에 적극 협력하겠습니다ㅣ최고위원회의",2023-07-17T00:32:08Z,2290,490,0,26
fBvM8ovaRBU,더불어민주당 주말 기자간담회 생중계 - 송기헌 원내수석부대표,2023-07-16T02:10:47Z,5017,896,0,34
CyT97FfAZos,민주당도 #오염수 찬성!? 과연 진실은?  #후쿠시마오염수,2023-07-14T07:41:07Z,3337,501,0,26
k5Bhe3MXVNM,"세금 10억, 일본광고 만든 대한민국 정부 #오염수 #하청국가",2023-07-14T06:39:46Z,16835,1836,0,133
DAos5CqONvA,여당의 '시럽급여' 조롱. 인간에 대한 예의가 아닙니다,2023-07-14T05:27:22Z,4235,461,0,41
hLDLOMBC1Do,누가 윤석열 대통령에게 방류를 허락할 권한을 주었습니까? ㅣ 1일1질문 브리핑 홍정민 의원,2023-07-14T05:07:19Z,4511,809,0,74
VP7jUfCuLiI,윤석열 정권이 핵 오염수 투기의공범이 되는 길을 선택했습니다ㅣ최고위원회의,2023-07-14T00:26:44Z,2591,637,0,27
SoNowAv8dfQ,김동연 경기도지사 출연! '대한민국 이대로 괜찮은가' - '이기는 민주당' 인천편,2023-07-13T07:51:45Z,47047,2171,0,200
_vJk_g2Yx_8,"이재명 당대표, 이정미 정의당대표 단식 농성장 방문 중계",2023-07-13T07:24:46Z,4263,688,0,68
3WKmNf_UOeo,"ALPS에서 기준치 이상의 방사성 핵종이 나왔는데, 왜 우리 정부는 아무 말도 없습니까?ㅣ 1일 1질문 브리핑",2023-07-13T05:39:19Z,764,131,0,8
mE-j5qVQIS4,"국민은 힘든데.. 일본 눈치만 살피고, 특권층의 이해관계만 대변하는 거꾸로 정부ㅣ더불어민주당 정책의원총회 생중계",2023-07-13T01:58:41Z,1631,294,0,19
D9zjRVypIio,"국민의 채무부담과 생활고, 정부부터 비상한 위기의식을 가져야 합니다.ㅣ부채위기 간담회 및 민생채무 상담센터 개소식",2023-07-13T01:22:16Z,2466,578,0,41
krOjb7m7eEg,더불어민주당 정책조정회의 생중계 - 7월 13일,2023-07-13T01:05:50Z,1716,265,0,11
Y4GFDdCHrEI,'패밀리 비즈니스'하려고 대통령 하십니까?,2023-07-12T08:46:10Z,8697,1411,0,86
BLLW320tmao,"왜? 굳이? 의문 가득한 국정, 장난합니까?",2023-07-12T08:39:48Z,2874,686,0,38
Lzz0wuQORrs,"오염수 문제의 원인은 일본에게 있는데,  왜 문제 해결을 요구하지 못합니까? ㅣ 1일 1질문 브리핑",2023-07-12T06:09:38Z,1207,342,0,11
OZxQgyWZCkc,"노동탄압, 노동개악 폭주에 맞서 한국노총과의 연대와 협력을 더욱 강화하겠습니다.ㅣ민주당-한국노총 고위급 정책협의회",2023-07-12T05:17:52Z,1063,301,0,16
z-WHCY3sr38,폭우 피해복구와 수해예방에 총력을 기울여야합니다ㅣ최고위원회의,2023-07-12T01:15:41Z,2678,659,0,17
oei6Wn9G-PQ,"[민생네컷] 노동자 폭염사망 현장, 직접 가봤습니다",2023-07-11T08:50:21Z,4031,642,0,37
ChDueM_JUwI,노동자 '폭염 사망' 현장 찾은 이재명 당대표 [현장직캠],2023-07-11T07:00:19Z,19103,2919,0,152
akb8k-hDCnk,"폭염 속 노동자의 안전, 생명과 직결된 문제입니다ㅣ폭염 대비 노동자 안전대책 현장 간담회",2023-07-11T06:52:40Z,2464,750,0,8
lqZ_JnzcqM0,정부가 앞장서 일본을 지지해 얻는 국익은 무엇입니까? ㅣ1일 1질문 브리핑,2023-07-11T06:10:04Z,873,311,0,9
9_JRxfaxy-w,'이기는 민주당' 충북편  - '대한민국 이대로 괜찮은가?',2023-07-11T05:14:22Z,44946,3592,0,293
a1_xpl6Y_8o,더불어민주당 원내대책회의 생중계 - 7월 11일,2023-07-11T01:01:18Z,6023,968,0,33
ItJ9OQWsW6M,‘자기 할 말’만 하고 떠난 IAEA 그로시 사무총장,2023-07-10T08:08:31Z,6314,699,0,64
03c_G5LDNGc,"""왜 한국의 오염수 검토보고서에 세슘 우럭 분석이 없습니까?""ㅣ1일1브리핑",2023-07-10T06:06:38Z,1308,396,0,13
lCImTvveZRI,"김건희 일가 양평 고속도로 특혜 의혹, 수사를 촉구합니다ㅣ최고위원회의",2023-07-10T01:17:07Z,7033,1153,0,56
N6DjR-fI0IA,더불어민주당-국제원자력기구(IAEA) 면담 생중계,2023-07-09T03:00:43Z,44700,4345,0,226
tLXqqjG_b64,내가 못 먹으니까 부숴버리겠다(?) #양평고속도로,2023-07-07T08:45:29Z,13792,1625,0,166
EJ_HEXq_wsE,"야, 다 모여!!! 진귀한 현장ㅣ밤샘 필리버스터 국회의원 총집합ㅣ후쿠시마 오염수 비상행동 선언",2023-07-07T08:29:59Z,5551,842,0,104
RqxylaAmSls,후쿠시마 원전 오염수 방류 미래세대에 동의를 얻었습니까?ㅣ1일1브리핑,2023-07-07T04:14:01Z,1777,412,0,3
-vaqX58BmIc,필리버스터 및 최고위원회의 생중계,2023-07-07T02:33:45Z,9386,1618,0,21
cLN5zRKp0kY,[필리버스터 끝까지 생중계] 후쿠시마 오염수 해양투기 절대 반대한다!,2023-07-06T15:20:08Z,42872,5737,0,82
3RUsb9-Yd70,[현장직캠] 필리버스터 현장 실시간 #후쿠시마오염수,2023-07-06T11:33:02Z,5401,1241,0,56
THpF6lG7ENo,"후쿠시마 오염수 방류, 누가 책임질 것인가 #대통령",2023-07-06T08:28:55Z,28036,1064,0,172
Q7ZArzm3Qpk,"🔥철야농성, 필리버스터 불사! 반드시 막아내겠습니다🔥",2023-07-06T06:27:53Z,5429,987,0,57
LpBCksmrcs8,"스타트업, 중소기업 기술탈취는 중.대.범.죄!ㅣ스타트업 기술탈취 해결사례 간담회",2023-07-06T05:48:01Z,1102,282,0,12
7e_s7CUJos0,"국민 건강과 생명을 정치논리에 활용하던 윤 대통령님, 기시다 총리 만나면 무엇을 약속할 겁니까? ㅣ 1일 1질문 브리핑",2023-07-06T04:38:56Z,837,246,0,6
R5_B3uP9a0M,더불어민주당 정책조정회의 생중계 - 7월 6일,2023-07-06T01:01:10Z,2466,530,0,14
xjs4vwUo32Y,'후쿠시마 오염수 방류' 반대하는 일본인들 VS 찬성하는 한국인(?)들,2023-07-05T09:29:57Z,30919,997,0,148
Xntnp87SyGk,없는 길을 만들어 내는 것이 '정치'라는 각오로...ㅣ후쿠시마 오염수 방류 저지 총력전ㅣ더불어민주당,2023-07-05T09:23:07Z,1554,291,0,47
n_j5eiXejvk,IAEA 보고서가 오염수 방류라는 국제적 범죄행위의 면죄부가 됩니까? l 1일1질문 브리핑,2023-07-05T09:20:05Z,1514,169,0,16
P-2qynUu414,후쿠시마 오염수 해양투기 방류 저지 결의대회 생중계,2023-07-05T02:42:13Z,1141,273,0,10
3KXEGloXO9I,긴급의총! 일본의 후쿠시마 오염수 해양투기는 '100% 대한민국 국익 훼손 행위',2023-07-05T01:45:07Z,1821,436,0,20
BLjMnSXqNtE,"IAEA ""오염수 문제없지만, 결과에 대해 어떤 책임도 지지 않는다“ ?ㅣ확대간부회의",2023-07-05T01:21:43Z,2228,566,0,17
npU4e7v4E38,이권 카르텔 셀프저격 #양평고속도로 #김건희,2023-07-04T09:13:50Z,2434,310,0,31
UiabEpYtzYQ,'안 봐도 뻔한 IAEA 보고서' 궁예질이 아닌 이유,2023-07-04T08:07:46Z,4789,483,0,29
XMtffQqvsFw,"이재명 ""청년들의 단 한시간이라도...""ㅣ군장병 휴가 불평등 개선",2023-07-04T06:23:21Z,4927,1023,0,46
ACM4xER8PHE,정전 70년 한반도 평화행동 대표단 간담회 생중계,2023-07-04T05:31:07Z,1866,370,0,22
OJbB8OW7aHY,정부는 독자적으로 후쿠시마 원전 오염수가 우리바다에 미치는 영향에 대해 과학적으로 검증할 의지가 있습니까?ㅣ1일1브리핑,2023-07-04T05:15:08Z,945,356,0,8
vhWZYIiBiQg,군 장병 휴가 불평등 문제 개선 관련 간담회ㅣ청년희망대화,2023-07-04T01:59:45Z,1449,285,0,15
BHaeKo6c0jk,더불어민주당 원내대책회의 생중계 - 7월 4일,2023-07-04T01:02:31Z,2921,583,0,11
U8dhqPdoU2M,민생이 회복될 수 있다면... 춤이라도 추겠습니다,2023-07-03T08:30:19Z,3103,583,0,27
nVuCsgzPWL4,"""물고기 똥물. 국민 여러분도 먹어도 돼요"" 이런 표현 아닙니까?",2023-07-03T08:27:17Z,4418,848,0,127
kFLd65SZTfU,왜 후쿠시마 세슘 우럭 사건이 오염수 방류와 별개라고 일본을 방어해 줍니까? ㅣ1일 1브리핑,2023-07-03T06:11:01Z,1412,407,0,8
S1YXQ-LqqLY,더불어민주당 초당적정치개혁의원모임 간담회,2023-07-03T05:16:13Z,2768,520,0,34
XEMSrI2pW4c,야당 향해 저주에 가까운 비난을 퍼붓는 여당ㅣ최고위원회의,2023-07-03T01:10:00Z,3017,602,0,22
g4o1l7oagms,후쿠시마 오염수 해양투기 규탄 범국민대회 - 더불어민주당,2023-07-01T16:00:42Z,3096,166,0,32
lwx7otZUhHc,"""어떤 권력도 국민 위에 군림할 수 없습니다"" #이재명",2023-07-01T09:34:13Z,17966,3015,0,343
zXDI8mz-FKg,'대한민국 이대로 괜찮은가?' 정세현 전 통일부장관 출연! 이기는 민주당 대구·경북편,2023-07-01T08:54:31Z,28381,1965,0,91
zdHNfFRyHy0,더불어민주당 의원총회 생중계 - 6월 30일,2023-06-30T04:32:25Z,11157,1216,0,110
mkgFteLBFy8,도쿄전력이 공개한 64개 핵종 외에 다른 핵종은 없는지 확인했습니까?ㅣ1일 1브리핑,2023-06-30T04:09:47Z,1123,266,0,10
daD73HSwxlI,"극우 편향, 검사 편향 인사로는 민심을 회복할 수 없습니다ㅣ최고위원회의",2023-06-30T00:32:40Z,2835,544,0,33
V50xRYM8SUE,우상호 의원 출연! 윤석열 정부의 '검찰독재와 민주주의의 퇴보' ㅣ월간민주당 8회 차,2023-06-29T10:56:51Z,6421,916,0,73
7ZZGNXBfINg,일베와 하등 다를 바 없는...,2023-06-29T09:18:57Z,8428,974,0,117
dCpWI3wWXpQ,후쿠시마 바다 해저토와 심층수 조사 분석 자료 공개해 국민의 검증을 받으십시오ㅣ1일 1브리핑,2023-06-29T06:08:14Z,1155,366,0,9
GWgy7BqFdX0,더불어민주당 정책조정회의 생중계 - 6월 29일,2023-06-29T01:03:49Z,5903,836,0,48
0veVL_QG9ls,"이재명 보자마자 ""여름이 무서워요"" ㅣ여름철 폭우·폭염·폭등 민생안전 현장방문",2023-06-28T09:26:03Z,2487,491,0,55
kZ-BbuGnPyc,전국민 국어듣기평가 진정한 킬러문항,2023-06-28T06:36:12Z,2264,302,0,22
LhMbdv03wgs,민주당 '이태원참사 특별법'을 패스트트랙 안건으로 지정하겠습니다ㅣ이태원참사 유가족 단식농성장 방문,2023-06-28T06:24:37Z,1878,638,0,11
rhTLvclwkvg,국민의 방사선 피폭을 조장하는 한덕수 총리 오염수 음용 발언ㅣ후쿠시마 오염수 1일 1질문 브리핑,2023-06-28T05:08:47Z,2743,596,0,42
uhrD3QMH6cY,이동관 특보 방통위원장 임명 강행은 민심에 대한 선전포고입니다ㅣ최고위원회의,2023-06-28T01:12:32Z,2727,698,0,25
lOCB_mfAfg8,오염수가 안전하게 처리 될 것이라 장담하는 근거는 무엇입니까? ㅣ1일 1질문 브리핑,2023-06-27T05:09:14Z,1113,276,0,11
UvoaOMuhS1s,더불어민주당 원내대책회의 생중계 - 6월 27일,2023-06-27T00:57:50Z,3595,617,0,27
nyEi1sX6V1w,정부 여당의 후쿠시마 오염수 대책은 '횟집 먹방',2023-06-26T09:30:10Z,7734,775,0,86
aan5kARV-30,이재명 군대 방문했더니... 상상도 못한(?) 반응 ㅣ 더불어민주당 지도부 군부대 격려 방문,2023-06-26T08:59:13Z,243619,16166,0,1603
fSUdmt1L1dY,"언론인 80%, 이동관 방통위원장 지명을 반대하는 이유는?",2023-06-26T07:14:01Z,17312,2402,0,80
QjHUgSiTtsU,후쿠시마 오염수 방류 저지를 위한 단식농성장 방문 생중계,2023-06-26T06:58:57Z,5372,1235,0,59
mcEKQO7M34g,"후쿠시마 오염수, 매일 100톤씩 늘어나는데 30년간 방류?ㅣ1일 1질문 브리핑",2023-06-26T05:40:31Z,1513,363,0,11
SIwY5LzUQqU,"후쿠시마 오염수, 국민의 불안이 '괴담'입니까?ㅣ최고위원회의",2023-06-26T01:14:04Z,5643,1095,0,66
EQIgBoHvX2w,일본에게 원전 오염수 투기 외 다른 대안 요구는 못합니까?ㅣ후쿠시마 원전 오염수 저지 1일1질문 브리핑,2023-06-23T05:07:54Z,1707,443,0,21
DJKX4-Heh8Q,"강원특별자치도의 발전, 민주당이 적극 지원하겠습니다ㅣ최고위원회의",2023-06-23T01:23:03Z,7777,1524,0,26
HqZIt05Jqic,이렇게 맛있는 오징어를 못 먹게 될 수도 🥲 #후쿠시마오염수,2023-06-22T10:30:59Z,58694,4515,0,349
FF-ADE2_nrk,킬러문항도 교과서도 국어도 다 필요없는 수능전문가 #윤석열,2023-06-22T09:14:06Z,16537,593,0,47
dlxUn_DqTLA,내 소즁한 온누리상품권.. 고등어 사는데 썼다🐟 #이재명,2023-06-22T08:33:01Z,6521,1396,0,31
Hw5ASePUCCc,수산업·관광업 종사자가 말하는 후쿠시마 핵 오염수 방류,2023-06-22T07:04:35Z,2890,498,0,27
L7cL8jEdbQg,이재명 당대표 주문진 좌판풍물시장 방문 생중계,2023-06-22T06:33:25Z,8907,1302,0,83
FJ-01JK2jrY,"일본 정부와 도쿄전력, 믿을 수 있습니까?ㅣ후쿠시마 핵 오염수 1일 1질문 브리핑",2023-06-22T05:14:54Z,758,147,0,1
NnNG6LclXEI,더불어민주당 정책조정회의 생중계 - 6월 22일,2023-06-22T00:53:46Z,5135,803,0,49
cQ4x7RU4Fo8,🎉최종결과🎉청년대변인 선발의 마지막 관문! 토론 토너먼트 생중계,2023-06-21T12:22:25Z,57010,3034,0,114
DNdkNu8jUp0,"8건이라던 후쿠시마 오염수 여과장치 고장, 사실은 4건 더 #알프스",2023-06-21T09:07:18Z,2623,500,0,22
sK6Jv2RLgX0,"#윤석열 발언에 멘붕 온 고3... ""수능 5달 남았는데!!!""",2023-06-21T07:16:58Z,6661,700,0,25
O53m-KSCJCw,"원전 오염수 GSG-8 위배, 정부의 입장은 무엇입니까? - 1일 1질문 브리핑",2023-06-21T06:15:20Z,1397,352,0,8
anyqtLwmPW8,정책의총을 시작으로 바뀐 민주당의 모습을 보여드리겠습니다ㅣ정책의원총회,2023-06-21T01:36:34Z,3649,441,0,23
byrr7EULnEM,"수능 5개월 전, 대통령의 말 한 마디에 쑥대밭ㅣ최고위원회의",2023-06-21T01:06:40Z,2163,566,0,12
PsJoOfnIcWw,"올해 수능, 정상적으로 치러질 수 있을까...? #킬러문항",2023-06-20T08:45:20Z,5780,424,0,18
naSl7hhk3i0,해양생물 방사능 농축 우려. 제대로 검증이나 해봤습니까? -1일1질문,2023-06-20T06:29:29Z,1237,234,0,6
8Y_2BDiJOac,‘7개 분야․38대 민생정책’ 최우선 입법과제로ㅣ38대 민생회복 정책․입법과제 제안서 전달식,2023-06-20T05:43:41Z,2429,661,0,9
MhAhN-Fipbo,이재명 집무실 급습(?)ㅣ내가 이재명을 찾아간 이유,2023-06-20T04:00:19Z,43872,5220,0,307
RxqR6AhttNQ,혁신의 지향점은 오직 민심! ㅣ더불어민주당 혁신기구 제1차 회의,2023-06-20T02:33:25Z,5577,1122,0,52
nWs6Y_DJXjs,더불어민주당 원내대책회의 생중계,2023-06-20T00:56:53Z,4504,719,0,24
CnUnBkiJbvg,민주당에 청춘을 불러일으킬🎤💙 ㅣ더블루스피커 청년대변인 선발,2023-06-19T10:23:04Z,2133,110,0,19
UX7EgvLmDuc,청년대변인 후보 기호8번 이원혁 #더불어민주당,2023-06-19T10:15:51Z,2969,203,0,30
CxPt7TJMQCs,청년대변인 후보 기호7번 선다윗  #더불어민주당,2023-06-19T10:15:48Z,2864,288,0,17
NTBQmCHjtxw,청년대변인 후보 기호6번 정재우 #더불어민주당,2023-06-19T10:15:43Z,2210,275,0,17
fhkDtCjipDU,청년대변인 후보 기호5번 김수연  #더불어민주당,2023-06-19T10:15:37Z,3550,298,0,12
UT1AX1uJALA,청년대변인 후보 기호4번 임형율 #더불어민주당,2023-06-19T10:15:32Z,1635,233,0,14
4yd_RjtirgM,청년대변인 후보 기호3번 최민석 #더불어민주당,2023-06-19T10:15:25Z,5748,511,0,29
sv3yHa8soTY,청년대변인 후보 기호2번 이나현  #더불어민주당,2023-06-19T10:15:22Z,2941,220,0,14
An0FnT88AKs,청년대변인 후보 기호1번 이재훈 #더불어민주당,2023-06-19T10:15:19Z,2696,134,0,16
GMcqs5luIvs,#이재명 명연설... 박수 쏟아진 국회,2023-06-19T09:22:16Z,95977,8431,0,498
kRWZoHLwHHk,'민주당이 달라졌다'고 느끼실 때까지,2023-06-19T08:00:59Z,10775,1776,0,108
YGtm3jO2enI,후쿠시마 오염수 '1일 1질문 브리핑' - 국민들이 납득할만한 근본적인 대책이 있습니까?,2023-06-19T06:39:21Z,1327,221,0,8
ErU9VHfQTaE,한국여성유권자연맹 창립 54주년 기념식 생중계,2023-06-19T05:25:58Z,1786,449,0,19
i4kH0Jfmy3U,이재명 당대표 교섭단체 대표연설 생중계,2023-06-19T02:52:54Z,41685,4574,0,332
YQm_U8KuLcE,'대한민국 이대로 괜찮은가' 이기는 민주당 전북편,2023-06-19T00:55:15Z,117529,5258,0,523
FCkMs3rmaL4,"후쿠시마 수산물 수입, 절대 불가를 대통령이 직접 천명하십시오ㅣ후쿠시마 원전 오염수 해양투기 반대 인천 규탄대회",2023-06-17T14:29:08Z,1095,140,0,27
Cpgm7WCmz0w,일본+한국=저희? 어느나라 정부입니까?,2023-06-16T07:27:10Z,14874,1392,0,126
cCcq-f1bIWw,이동관 방통위원장 지명은 '정권 몰락의 결정타'가 될것입니다ㅣ최고위원회의,2023-06-16T00:41:43Z,2460,520,0,27
IC_u5c7tyV4,이재명 연기하는 영상.mp4 #청년대변인 #6월21일,2023-06-15T08:39:42Z,5845,948,0,99
TXJEv3j0OBs,[고민정VS한덕수] 절대 대답할 수 없는 한덕수 국무총리,2023-06-15T08:05:27Z,144577,3567,0,619
ryZ7358B4UY,"한반도 평화가 곧 경제고, 최고의 안보대책입니다ㅣ6.15남북정상회담 23주년 기념식",2023-06-15T05:32:46Z,1206,350,0,13
mqEZm95u59o,"한덕수 총리 대정부질문 ""답변해야 할 이유가 없다""?ㅣ정책조정회의",2023-06-15T00:57:23Z,3710,537,0,21
ZvCyWLQtuE0,과학적으로 답답한 한덕수 총리의 #후쿠시마오염수 논리,2023-06-14T09:10:29Z,10658,585,0,112
E0R4T22NIWU,정부는 추경을 전혀 검토하지 않고 있습니다,2023-06-14T06:33:01Z,4984,614,0,29
Kdi1uNhEJNc,"‘국민검증 삼진아웃’ 이동관 특보, 윤석열 정부의 오만함ㅣ최고위원회의",2023-06-14T01:38:20Z,2087,395,0,58
TPXzux-epXU,#후쿠시마오염수 마실 수 있다는 #한덕수 총리,2023-06-13T08:41:22Z,990959,23543,0,5734
_PEweiVnNMM,[신영대VS한덕수] 일본에서 후쿠시마 오염수 자료도 못 받는 정부 (feat. 사자후),2023-06-13T02:21:12Z,625380,18007,0,3839
c1UgPS6OT30,더불어민주당 원내대책회의 생중계,2023-06-13T00:56:39Z,4973,758,0,87
8AGsAmqSkjw,35조원 '민생회복 추경'이 시급합니다,2023-06-12T05:47:26Z,3882,665,0,47
4h6J0wM-I_Q,오염수 방류 시작?! 따끔하게 지적하겠습니다,2023-06-12T05:03:30Z,53221,2368,0,452
ydXUSBk4dts,더불어민주당 의원총회 생중계 - 6월 12일,2023-06-12T01:21:14Z,6441,996,0,54
5XJJ_XUi7H4,후쿠시마 오염수 방류 시운전 시작ㅣ최고위원회의,2023-06-12T01:01:38Z,2120,523,0,36
816kZzhM4us,#이태원참사 특별법 제정에 나서십시오 #용산구청장,2023-06-09T09:12:12Z,7957,1058,0,81
gAnyhlccP-w,#이동관 아들의 학폭 문제를 대처하는 방법 #하나고,2023-06-09T08:16:59Z,16145,1910,0,49
7G7LzRkiuJY,대통령실은 이동관 특보를 즉각 해임하기 바랍니다ㅣ확대간부회의,2023-06-09T01:16:32Z,3314,717,0,54
Y9nHrNUImig,이재명 당대표-싱하이밍 주한중국대사 회동,2023-06-08T09:30:59Z,26381,1710,0,993
C5gG9wkY2EE,"""청년 노동자가 묻고, 민주당이 답하다""ㅣ더불어민주당-양대노총 청년노동자 타운홀미팅 노동정책간담회",2023-06-08T02:43:07Z,1927,413,0,18
PjTRH8IRHAc,더불어민주당 정책조정회의 생중계 - 6월 8일,2023-06-08T01:06:43Z,2708,483,0,22
60mF-ooKpNA,후쿠시마 바다에서 세슘·방사능 범벅 우럭이 잡혔습니다,2023-06-07T08:57:09Z,8804,750,0,45
32M3jHrXZZc,윤석열 정부 2년차…라면·김밥 만원 시대,2023-06-07T06:53:17Z,3988,596,0,45
6jGUMah9Vso,"🔥이동관 아들 학폭사건🔥ㅣ 이재명 ""현실은 픽션을 능가한다.""ㅣ언론탄압의 선봉장 이동관이 방통위 위원장에 내정되다...",2023-06-07T06:42:10Z,6340,637,0,66
yQNFsl2PElY,김기현 대표님! 공개적으로 대화 한번 하시죠?,2023-06-07T05:26:11Z,712,119,0,21
eLtptKl6ZKM,10.29 이태원참사 진상규명 특별법 제정 촉구 기자회견 생중계,2023-06-07T02:43:54Z,1219,469,0,13
DCUEsstCgVw,"'언론탄압의 선봉장' 이동관 특보, 방통위원장 내정 철회하길 바랍니다ㅣ최고위원회의",2023-06-07T01:18:45Z,3734,791,0,22
J3UywPDqIWE,장애인이 살기 편한 나라가 가장 살기 좋은 나라입니다ㅣ전국장애인위원회 출범식,2023-06-05T05:52:35Z,1351,381,0,6
g2Mq-PUou2s,전과 9범이 연봉 2억 4천 받는 방법...,2023-06-05T05:51:23Z,3473,538,0,21
8Q1rq2_NNjc,"윤석열 정권의 독선과 오만, 횡포가 극에 달했습니다ㅣ최고위원회의",2023-06-05T01:11:10Z,3278,667,0,38
5mWAVMKwCA4,후쿠시마 오염수 해양투기 저지 공동행동의 날 생중계,2023-06-03T07:48:28Z,17615,1859,0,31
jMQ1GMh2eR0,"후쿠시마 원전 오염수 문제 및 대책마련을 위한 어업인, 소상공인 간담회 생중계",2023-06-03T04:44:37Z,2040,497,0,21
CaxVDxdxKIg,이재명 돌멍게 먹방. 아따 맛있다아이가~!!!,2023-06-03T04:00:15Z,172416,7797,0,634
D9DG7TrMZHc,이재명 당대표 부산 자갈치시장 현장방문 생중계,2023-06-03T03:56:22Z,9767,1858,0,89
SsrFUFQRaQU,더글로리 실화판ㅣ이동관 아들 학폭 사건ㅣ이동관 방통위 위원장 후보에 내정...,2023-06-02T08:17:53Z,11703,738,0,68
9RLrQUd5W_g,기억 안 나세요? 후쿠시마 오염수 방류 반대하셨잖아요 #국민의힘,2023-06-02T06:09:51Z,158228,9733,0,1280
ilJfsAKlhfs,"실제 상황이었으면 다 죽었어요! ""전 알고 있었어서..."" #재난문자",2023-06-02T05:44:45Z,11572,561,0,40
2luIkwrIztY,신뢰받지 못하는 '무정부보다 못한 무능정부'ㅣ최고위원회의,2023-06-02T00:34:34Z,1928,506,0,22
Vmgd-l9opOs,이기는 민주당 Again 충남편 명사특강 #이해찬,2023-06-01T23:18:49Z,27280,1175,0,113
FdQ4Qpdfstw,시위하는 국민 곤봉으로... 윤석열의 전두환식 무단통치,2023-06-01T08:07:29Z,4699,413,0,112
SBmkbv479hY,이기는 민주당 Again 울산편 명사특강 #이해찬,2023-06-01T05:32:19Z,27755,2075,0,172
NtR9XNQeO6w,"원전 오염수 투기 저지, 국민과 함께 끝까지 싸우겠습니다ㅣ원전 오염수 방류 시도 및 민생대책 긴급간담회",2023-06-01T01:22:29Z,1061,330,0,9
PnPWxGs1vUU,더불어민주당 정책조정회의 생중계 - 6월 1일,2023-06-01T01:00:32Z,2928,590,0,21
