videoId,긍정,부정,중립,댓글수,긍정비율,중립비율,부정비율
BZW2n9GyF9A,3,12,0,15,0.2,0.2,0.8
BZXbtR63fhk,0,1,0,1,0,0,1
B_sXaSYcbqU,19,49,6,74,0.25675675675675674,0.25675675675675674,0.6621621621621622
BaCSzIZJz3E,7,8,0,15,0.4666666666666667,0.4666666666666667,0.5333333333333333
Bb1_eQj1MHQ,24,40,5,69,0.34782608695652173,0.34782608695652173,0.5797101449275363
Bd1Pj9ikMpY,7,17,2,26,0.2692307692307692,0.2692307692307692,0.6538461538461539
Bdg52BkQw58,18,31,3,52,0.34615384615384615,0.34615384615384615,0.5961538461538461
BgHUrM28tGo,12,39,1,52,0.23076923076923078,0.23076923076923078,0.75
BjNDK-obLug,11,21,2,34,0.3235294117647059,0.3235294117647059,0.6176470588235294
Bjzm985wqnU,8,2,0,10,0.8,0.8,0.2
BkN6WhNe4JQ,8,28,2,38,0.21052631578947367,0.21052631578947367,0.7368421052631579
BkWbA0VjLOE,13,37,3,53,0.24528301886792453,0.24528301886792453,0.6981132075471698
BllnEwBdaUY,18,25,0,43,0.4186046511627907,0.4186046511627907,0.5813953488372093
Bo34gYMO2vs,11,11,4,26,0.4230769230769231,0.4230769230769231,0.4230769230769231
Bo4zOQZhD0M,45,159,24,228,0.19736842105263158,0.19736842105263158,0.6973684210526315
BoT2EjZnHS4,4,12,1,17,0.23529411764705882,0.23529411764705882,0.7058823529411765
BoocRcn4tS0,19,15,2,36,0.5277777777777778,0.5277777777777778,0.4166666666666667
Brrsva3d06A,7,18,1,26,0.2692307692307692,0.2692307692307692,0.6923076923076923
Bs6tNu-P-oc,10,36,4,50,0.2,0.2,0.72
Bu_AAMNtBHc,16,15,0,31,0.5161290322580645,0.5161290322580645,0.4838709677419355
Bv9B_wrLoV8,7,39,3,49,0.14285714285714285,0.14285714285714285,0.7959183673469388
Bw2Sn4XB11Y,121,476,40,637,0.18995290423861852,0.18995290423861852,0.7472527472527473
BwD67gZqHVg,7,33,0,40,0.175,0.175,0.825
Bwz4etfLEVM,5,11,1,17,0.29411764705882354,0.29411764705882354,0.6470588235294118
ByGpq66Nymw,3,7,1,11,0.2727272727272727,0.2727272727272727,0.6363636363636364
C-VA6SrNlFQ,7,25,2,34,0.20588235294117646,0.20588235294117646,0.7352941176470589
C-ahukacytA,18,21,5,44,0.4090909090909091,0.4090909090909091,0.4772727272727273
C06VfvB9WvM,15,26,4,45,0.3333333333333333,0.3333333333333333,0.5777777777777777
C13kGdiynTc,35,35,8,78,0.44871794871794873,0.44871794871794873,0.44871794871794873
C1IKlvOJjN8,12,14,3,29,0.41379310344827586,0.41379310344827586,0.4827586206896552
C1bSHDFfNhY,172,92,18,282,0.6099290780141844,0.6099290780141844,0.3262411347517731
C1pq0QeTlaU,4,4,3,11,0.36363636363636365,0.36363636363636365,0.36363636363636365
C2fY7RbuVCg,34,48,8,90,0.37777777777777777,0.37777777777777777,0.5333333333333333
C5gG9wkY2EE,10,8,0,18,0.5555555555555556,0.5555555555555556,0.4444444444444444
C6wu_yUUUDg,7,8,0,15,0.4666666666666667,0.4666666666666667,0.5333333333333333
C917-eugBBU,15,68,5,88,0.17045454545454544,0.17045454545454544,0.7727272727272727
C9NzAfC9jKk,1,7,6,14,0.07142857142857142,0.07142857142857142,0.5
CDNjstN27sw,65,102,16,183,0.3551912568306011,0.3551912568306011,0.5573770491803278
CFC9QqqvHjQ,1,32,3,36,0.027777777777777776,0.027777777777777776,0.8888888888888888
CGjSp9kr3TE,44,60,5,109,0.4036697247706422,0.4036697247706422,0.5504587155963303
CHhnAO0Y9ZU,14,31,1,46,0.30434782608695654,0.30434782608695654,0.6739130434782609
CHzPJRuGitU,8,2,2,12,0.6666666666666666,0.6666666666666666,0.16666666666666666
CJdnaEiB1l4,6,16,2,24,0.25,0.25,0.6666666666666666
CKzKjYgjorg,6,9,0,15,0.4,0.4,0.6
CLqZvZc7TPw,2,8,1,11,0.18181818181818182,0.18181818181818182,0.7272727272727273
CMRIEnmeqzw,82,79,6,167,0.49101796407185627,0.49101796407185627,0.47305389221556887
CMUCpFw4YHI,5,3,0,8,0.625,0.625,0.375
COKvpMMEeTE,15,57,1,73,0.2054794520547945,0.2054794520547945,0.7808219178082192
COmLywMKVJM,8,13,1,22,0.36363636363636365,0.36363636363636365,0.5909090909090909
CRp5hzmtTyM,4,16,1,21,0.19047619047619047,0.19047619047619047,0.7619047619047619
CS-Vpo35ewQ,14,56,1,71,0.19718309859154928,0.19718309859154928,0.7887323943661971
CSMjmYirWDs,5,10,0,15,0.3333333333333333,0.3333333333333333,0.6666666666666666
CTUZm0lQIz0,5,17,1,23,0.21739130434782608,0.21739130434782608,0.7391304347826086
CU1LInrUolE,6,23,2,31,0.1935483870967742,0.1935483870967742,0.7419354838709677
CX8JGV6U84Q,27,81,8,116,0.23275862068965517,0.23275862068965517,0.6982758620689655
CYNHYN2blQY,53,34,15,102,0.5196078431372549,0.5196078431372549,0.3333333333333333
CZXicSv53zE,43,23,4,70,0.6142857142857143,0.6142857142857143,0.32857142857142857
C_hAw6jIhms,14,30,4,48,0.2916666666666667,0.2916666666666667,0.625
Ca8Fz8Nke3w,8,3,0,11,0.7272727272727273,0.7272727272727273,0.2727272727272727
Cajh6HS6NYM,4,6,2,12,0.3333333333333333,0.3333333333333333,0.5
CaxVDxdxKIg,207,319,85,611,0.33878887070376434,0.33878887070376434,0.5220949263502455
CbfEJvJpWOw,75,26,1,102,0.7352941176470589,0.7352941176470589,0.2549019607843137
Cbpjmq8vrYk,6,2,0,8,0.75,0.75,0.25
CcsjKN-ZPwM,145,9,9,163,0.8895705521472392,0.8895705521472392,0.05521472392638037
CdJDa0muF1A,8,23,3,34,0.23529411764705882,0.23529411764705882,0.6764705882352942
CdVIinPz_To,75,70,8,153,0.49019607843137253,0.49019607843137253,0.45751633986928103
Cek0Vf77fbQ,14,13,2,29,0.4827586206896552,0.4827586206896552,0.4482758620689655
CgPETt7TuyI,1,3,0,4,0.25,0.25,0.75
CgcuqLwavDE,2,1,0,3,0.6666666666666666,0.6666666666666666,0.3333333333333333
ChDueM_JUwI,83,62,7,152,0.5460526315789473,0.5460526315789473,0.40789473684210525
ChQknkyaGBw,11,8,0,19,0.5789473684210527,0.5789473684210527,0.42105263157894735
ChopNRQ7VVg,3,16,1,20,0.15,0.15,0.8
CnUnBkiJbvg,9,10,0,19,0.47368421052631576,0.47368421052631576,0.5263157894736842
CnlsbRogZ5E,35,30,4,69,0.5072463768115942,0.5072463768115942,0.43478260869565216
CofSsn4n2GE,25,63,12,100,0.25,0.25,0.63
CpO-cNrPSgc,37,24,6,67,0.5522388059701493,0.5522388059701493,0.3582089552238806
Cpgm7WCmz0w,35,79,11,125,0.28,0.28,0.632
CqOXWtBq9iI,18,22,3,43,0.4186046511627907,0.4186046511627907,0.5116279069767442
CqrplD953KM,8,44,4,56,0.14285714285714285,0.14285714285714285,0.7857142857142857
CrCIF1pZcZA,36,17,2,55,0.6545454545454545,0.6545454545454545,0.3090909090909091
CsYVO2bQYq8,71,122,10,203,0.3497536945812808,0.3497536945812808,0.6009852216748769
Ct19dddhIAQ,7,13,1,21,0.3333333333333333,0.3333333333333333,0.6190476190476191
CuXDXXT-ecc,5,6,0,11,0.45454545454545453,0.45454545454545453,0.5454545454545454
CvJp0JZZIyg,10,6,0,16,0.625,0.625,0.375
CvaJnxbLZNE,3,4,0,7,0.42857142857142855,0.42857142857142855,0.5714285714285714
CvhLnUvlYZo,22,32,5,59,0.3728813559322034,0.3728813559322034,0.5423728813559322
Cw3PvhJ6pm8,8,16,1,25,0.32,0.32,0.64
CwRBed0VlZ0,3,9,0,12,0.25,0.25,0.75
CxPt7TJMQCs,9,5,3,17,0.5294117647058824,0.5294117647058824,0.29411764705882354
Cx_7_8M56cY,4,74,3,81,0.04938271604938271,0.04938271604938271,0.9135802469135802
CxqxgYzpGYM,54,115,14,183,0.29508196721311475,0.29508196721311475,0.6284153005464481
CyT97FfAZos,13,13,0,26,0.5,0.5,0.5
CyUeBiw-MWA,28,14,2,44,0.6363636363636364,0.6363636363636364,0.3181818181818182
Czlq3e07PTg,19,31,0,50,0.38,0.38,0.62
CzlrguKndh8,28,40,6,74,0.3783783783783784,0.3783783783783784,0.5405405405405406
D-FToxnL-VE,51,124,10,185,0.2756756756756757,0.2756756756756757,0.6702702702702703
D-ldiABO-pA,13,5,1,19,0.6842105263157895,0.6842105263157895,0.2631578947368421
D16-xraLry0,6,4,1,11,0.5454545454545454,0.5454545454545454,0.36363636363636365
D2zDFsWwaSY,7,32,2,41,0.17073170731707318,0.17073170731707318,0.7804878048780488
D3onwzP1vug,12,12,1,25,0.48,0.48,0.48
D591Vc9lp24,28,50,10,88,0.3181818181818182,0.3181818181818182,0.5681818181818182
D6OmCjKB3oE,28,14,9,51,0.5490196078431373,0.5490196078431373,0.27450980392156865
D7SBDCtH1nQ,16,11,2,29,0.5517241379310345,0.5517241379310345,0.3793103448275862
D7UQE4K13D4,19,15,2,36,0.5277777777777778,0.5277777777777778,0.4166666666666667
D8POKbQd76Y,14,5,0,19,0.7368421052631579,0.7368421052631579,0.2631578947368421
D9DG7TrMZHc,46,36,6,88,0.5227272727272727,0.5227272727272727,0.4090909090909091
D9LyERBHvYk,14,13,0,27,0.5185185185185185,0.5185185185185185,0.48148148148148145
D9zjRVypIio,17,19,4,40,0.425,0.425,0.475
DAos5CqONvA,4,32,5,41,0.0975609756097561,0.0975609756097561,0.7804878048780488
DBJqhCPiZE4,617,2289,459,3365,0.18335809806835066,0.18335809806835066,0.6802377414561664
DC1ZAvXT_VU,182,70,22,274,0.6642335766423357,0.6642335766423357,0.25547445255474455
DCUEsstCgVw,6,13,3,22,0.2727272727272727,0.2727272727272727,0.5909090909090909
DCh-mmQn26E,44,146,10,200,0.22,0.22,0.73
DDns07agUX4,6,40,6,52,0.11538461538461539,0.11538461538461539,0.7692307692307693
DEufQPtrP0Y,9,14,0,23,0.391304347826087,0.391304347826087,0.6086956521739131
DGhRQdsDOI4,4,12,0,16,0.25,0.25,0.75
DHC4QoBGYHs,3,1,0,4,0.75,0.75,0.25
DIpYGItg60k,1,0,0,1,1,1,0
DItEvY92g_I,66,262,45,373,0.1769436997319035,0.1769436997319035,0.7024128686327078
DJKX4-Heh8Q,11,15,0,26,0.4230769230769231,0.4230769230769231,0.5769230769230769
DMDMp5O-4J4,15,19,9,43,0.3488372093023256,0.3488372093023256,0.4418604651162791
DMyJK36Qomk,176,140,20,336,0.5238095238095238,0.5238095238095238,0.4166666666666667
DN-59ohIW4s,1,3,0,4,0.25,0.25,0.75
DNS-grVdBGY,5,2,0,7,0.7142857142857143,0.7142857142857143,0.2857142857142857
DNdkNu8jUp0,8,12,2,22,0.36363636363636365,0.36363636363636365,0.5454545454545454
DQ9RennF3PU,19,37,8,64,0.296875,0.296875,0.578125
DQORwGXevtg,148,79,15,242,0.6115702479338843,0.6115702479338843,0.32644628099173556
DRPkZkfhCkQ,163,40,18,221,0.7375565610859729,0.7375565610859729,0.18099547511312217
DTMjoMYlghs,16,34,12,62,0.25806451612903225,0.25806451612903225,0.5483870967741935
DUKwAQOC8n4,35,188,10,233,0.15021459227467812,0.15021459227467812,0.8068669527896996
DU_LkOV2FWE,4,52,2,58,0.06896551724137931,0.06896551724137931,0.896551724137931
DVF5nTn5DQU,23,98,17,138,0.16666666666666666,0.16666666666666666,0.7101449275362319
DWXS57s2Fjk,12,6,2,20,0.6,0.6,0.3
DXyxaichhPA,9,26,7,42,0.21428571428571427,0.21428571428571427,0.6190476190476191
DYkz6JNNNXk,11,23,2,36,0.3055555555555556,0.3055555555555556,0.6388888888888888
DZQjaB9jTEg,12,11,2,25,0.48,0.48,0.44
D_M48ujns7s,34,52,6,92,0.3695652173913043,0.3695652173913043,0.5652173913043478
D_i-NtlWCGU,10,20,2,32,0.3125,0.3125,0.625
DaVyYtdYEtM,12,6,0,18,0.6666666666666666,0.6666666666666666,0.3333333333333333
DarjFmBtutc,0,1,0,1,0,0,1
DboJkTC6ZdU,8,15,2,25,0.32,0.32,0.6
DciTdMTjihA,2,23,3,28,0.07142857142857142,0.07142857142857142,0.8214285714285714
DdQl3FzA0TI,3,15,1,19,0.15789473684210525,0.15789473684210525,0.7894736842105263
DdyUBmEDe44,13,25,4,42,0.30952380952380953,0.30952380952380953,0.5952380952380952
DeJvAjaTotw,16,113,2,131,0.12213740458015267,0.12213740458015267,0.8625954198473282
DfcQ2CJYODg,38,16,4,58,0.6551724137931034,0.6551724137931034,0.27586206896551724
Dg-DUMT14ow,5,19,0,24,0.20833333333333334,0.20833333333333334,0.7916666666666666
DhLw3xDsMYc,5,12,1,18,0.2777777777777778,0.2777777777777778,0.6666666666666666
Di-hts_gVKg,22,28,7,57,0.38596491228070173,0.38596491228070173,0.49122807017543857
Di6R30lEt_4,28,28,1,57,0.49122807017543857,0.49122807017543857,0.49122807017543857
DilQ8oLP1Rs,7,17,1,25,0.28,0.28,0.68
DjNDAxxelI8,20,80,6,106,0.18867924528301888,0.18867924528301888,0.7547169811320755
DkPp6juuB_I,13,11,4,28,0.4642857142857143,0.4642857142857143,0.39285714285714285
DkRSVtGVQdM,140,617,91,848,0.1650943396226415,0.1650943396226415,0.7275943396226415
DkZO9ilUX94,3,15,7,25,0.12,0.12,0.6
Dl5ybeX04PI,36,24,2,62,0.5806451612903226,0.5806451612903226,0.3870967741935484
Dm9m9nD0xGA,30,16,1,47,0.6382978723404256,0.6382978723404256,0.3404255319148936
DnVnwU2lJfc,18,7,0,25,0.72,0.72,0.28
Dnm8gnoTCf0,10,27,0,37,0.2702702702702703,0.2702702702702703,0.7297297297297297
DofXhznOMIk,31,24,9,64,0.484375,0.484375,0.375
DoriUwXrbT4,35,151,8,194,0.18041237113402062,0.18041237113402062,0.7783505154639175
DqKglBY3Jr8,12,28,1,41,0.2926829268292683,0.2926829268292683,0.6829268292682927
DvAyziUwcb8,3,3,0,6,0.5,0.5,0.5
DvmSetYD5Ts,27,163,18,208,0.12980769230769232,0.12980769230769232,0.7836538461538461
Dvq1OHZdyA4,22,7,1,30,0.7333333333333333,0.7333333333333333,0.23333333333333334
DwIV45G67zU,7,5,1,13,0.5384615384615384,0.5384615384615384,0.38461538461538464
DwjWW2JV7H0,7,30,2,39,0.1794871794871795,0.1794871794871795,0.7692307692307693
Dx7AS9gjKSw,2,3,0,5,0.4,0.4,0.6
DxkdiL6a3G8,8,4,1,13,0.6153846153846154,0.6153846153846154,0.3076923076923077
Dz0bhd0KR9o,2,6,2,10,0.2,0.2,0.6
Dzi9EcBWNe0,9,34,6,49,0.1836734693877551,0.1836734693877551,0.6938775510204082
E-hBz5f9fWA,37,49,5,91,0.4065934065934066,0.4065934065934066,0.5384615384615384
E-koliGRPDI,22,6,9,37,0.5945945945945946,0.5945945945945946,0.16216216216216217
E004oVKf5yg,8,11,0,19,0.42105263157894735,0.42105263157894735,0.5789473684210527
E0GpXMoD_m0,11,5,2,18,0.6111111111111112,0.6111111111111112,0.2777777777777778
E0R4T22NIWU,2,27,0,29,0.06896551724137931,0.06896551724137931,0.9310344827586207
E108xMzIvhY,45,15,9,69,0.6521739130434783,0.6521739130434783,0.21739130434782608
E2EcgUPNerg,5,21,1,27,0.18518518518518517,0.18518518518518517,0.7777777777777778
E2RVzkhGJTs,11,12,2,25,0.44,0.44,0.48
E4G_NtP-OyA,125,205,23,353,0.35410764872521244,0.35410764872521244,0.5807365439093485
E5hTlUrBhiY,8,22,0,30,0.26666666666666666,0.26666666666666666,0.7333333333333333
E6eVZmj7QoI,12,33,0,45,0.26666666666666666,0.26666666666666666,0.7333333333333333
E7QFj1aV3qQ,18,26,5,49,0.3673469387755102,0.3673469387755102,0.5306122448979592
E8EzQGoGdug,130,279,66,475,0.2736842105263158,0.2736842105263158,0.5873684210526315
E8TZIHdO54A,9,12,1,22,0.4090909090909091,0.4090909090909091,0.5454545454545454
EATTSrM5vB8,188,133,16,337,0.5578635014836796,0.5578635014836796,0.39465875370919884
EAffZGEICW0,16,13,1,30,0.5333333333333333,0.5333333333333333,0.43333333333333335
EAjVJatyCnk,3,6,0,9,0.3333333333333333,0.3333333333333333,0.6666666666666666
EBWs_CWh2e8,3,4,1,8,0.375,0.375,0.5
EBoRt0cSEfY,20,95,8,123,0.16260162601626016,0.16260162601626016,0.7723577235772358
EC6dqKdH_VQ,28,101,9,138,0.2028985507246377,0.2028985507246377,0.7318840579710145
EClLpRObrJA,3,17,1,21,0.14285714285714285,0.14285714285714285,0.8095238095238095
EDTg_Ud-pRo,16,6,1,23,0.6956521739130435,0.6956521739130435,0.2608695652173913
EDxqZIei_MI,11,23,1,35,0.3142857142857143,0.3142857142857143,0.6571428571428571
EE9Jzq7lTzE,10,12,2,24,0.4166666666666667,0.4166666666666667,0.5
EEMMpIjd9WU,19,35,6,60,0.31666666666666665,0.31666666666666665,0.5833333333333334
EFDfDw2s1OU,16,16,6,38,0.42105263157894735,0.42105263157894735,0.42105263157894735
EFxBhYHYb8g,5,4,0,9,0.5555555555555556,0.5555555555555556,0.4444444444444444
EG_5_b2Acs4,5,28,4,37,0.13513513513513514,0.13513513513513514,0.7567567567567568
EIQG8elAbCk,260,128,11,399,0.6516290726817042,0.6516290726817042,0.3208020050125313
EIgCvA0IJk4,1,10,0,11,0.09090909090909091,0.09090909090909091,0.9090909090909091
EIk9V_cp_rw,126,42,20,188,0.6702127659574468,0.6702127659574468,0.22340425531914893
EJHZVGw-Sp8,1,0,1,2,0.5,0.5,0
EJ_HEXq_wsE,39,57,2,98,0.3979591836734694,0.3979591836734694,0.5816326530612245
EKEo66BjuoU,19,28,5,52,0.36538461538461536,0.36538461538461536,0.5384615384615384
EKqt610P1VI,34,43,5,82,0.4146341463414634,0.4146341463414634,0.524390243902439
EL0Ez5TIERs,7,19,3,29,0.2413793103448276,0.2413793103448276,0.6551724137931034
ELa9DAJzQqo,136,206,9,351,0.38746438746438744,0.38746438746438744,0.5868945868945868
ELnW4St0MVg,6,36,2,44,0.13636363636363635,0.13636363636363635,0.8181818181818182
ENYkBaEoeXs,16,41,1,58,0.27586206896551724,0.27586206896551724,0.7068965517241379
EOsYeO_xShc,4,14,2,20,0.2,0.2,0.7
EQGQXpAT7Hs,1,16,4,21,0.047619047619047616,0.047619047619047616,0.7619047619047619
EQIgBoHvX2w,7,12,2,21,0.3333333333333333,0.3333333333333333,0.5714285714285714
ET1CAu8z4t0,1,11,0,12,0.08333333333333333,0.08333333333333333,0.9166666666666666
EVJqgO0SxQk,3,19,3,25,0.12,0.12,0.76
EVpNWAo-hV8,4,3,0,7,0.5714285714285714,0.5714285714285714,0.42857142857142855
EX3-u8wo_Gs,4,2,1,7,0.5714285714285714,0.5714285714285714,0.2857142857142857
EXF4ktUjhcc,41,42,2,85,0.4823529411764706,0.4823529411764706,0.49411764705882355
EYLPiAw805s,48,45,7,100,0.48,0.48,0.45
EZ0iS8PxpuM,11,25,1,37,0.2972972972972973,0.2972972972972973,0.6756756756756757
EZ4gckhy1Q0,14,6,2,22,0.6363636363636364,0.6363636363636364,0.2727272727272727
E_Frf2dz7kM,2,9,1,12,0.16666666666666666,0.16666666666666666,0.75
EaQ9n7yr1xI,13,64,6,83,0.1566265060240964,0.1566265060240964,0.7710843373493976
EaUX9L4Pb_w,15,46,2,63,0.23809523809523808,0.23809523809523808,0.7301587301587301
Edl7J4c-byc,14,53,9,76,0.18421052631578946,0.18421052631578946,0.6973684210526315
EdzA4CHNzT0,21,31,3,55,0.38181818181818183,0.38181818181818183,0.5636363636363636
EdzG3MoctZM,19,17,4,40,0.475,0.475,0.425
Ee6j-i64r88,8,20,0,28,0.2857142857142857,0.2857142857142857,0.7142857142857143
Eece8lzvNoM,18,28,0,46,0.391304347826087,0.391304347826087,0.6086956521739131
EfdVBxPA3_I,6,17,3,26,0.23076923076923078,0.23076923076923078,0.6538461538461539
Ehi1H9HzqLQ,14,34,2,50,0.28,0.28,0.68
Ejgrzw49pJc,2,4,2,8,0.25,0.25,0.5
Ek00YCJq9eI,2,15,1,18,0.1111111111111111,0.1111111111111111,0.8333333333333334
EkCsKUPVGKY,11,13,2,26,0.4230769230769231,0.4230769230769231,0.5
EkoKn4c7lhE,4,44,2,50,0.08,0.08,0.88
Em6QW-BZCZg,74,394,48,516,0.1434108527131783,0.1434108527131783,0.7635658914728682
EmRkdGtXZX4,29,55,9,93,0.3118279569892473,0.3118279569892473,0.5913978494623656
Emhr7ZewZ6s,4,9,0,13,0.3076923076923077,0.3076923076923077,0.6923076923076923
Eq4hLAdv0UY,6,8,0,14,0.42857142857142855,0.42857142857142855,0.5714285714285714
EqMEugXfgHQ,5,37,1,43,0.11627906976744186,0.11627906976744186,0.8604651162790697
ErEVXMbWHis,16,39,10,65,0.24615384615384617,0.24615384615384617,0.6
ErU9VHfQTaE,7,7,5,19,0.3684210526315789,0.3684210526315789,0.3684210526315789
Es6eRpBp59A,34,37,4,75,0.4533333333333333,0.4533333333333333,0.49333333333333335
EsfnGBO8YtI,16,54,4,74,0.21621621621621623,0.21621621621621623,0.7297297297297297
Et6wOFOjWgA,11,25,4,40,0.275,0.275,0.625
EtFfim8bOIA,6,21,1,28,0.21428571428571427,0.21428571428571427,0.75
Eumnjz40KA8,15,29,2,46,0.32608695652173914,0.32608695652173914,0.6304347826086957
EvUdXXzGbDw,100,201,16,317,0.31545741324921134,0.31545741324921134,0.6340694006309149
Evk-vnJxmdQ,6,20,0,26,0.23076923076923078,0.23076923076923078,0.7692307692307693
EwNitrG50EA,3,25,9,37,0.08108108108108109,0.08108108108108109,0.6756756756756757
EwYrxEmTyuA,18,19,3,40,0.45,0.45,0.475
Ex9lG4E13CY,7,21,2,30,0.23333333333333334,0.23333333333333334,0.7
ExMHfloWD7s,27,32,6,65,0.4153846153846154,0.4153846153846154,0.49230769230769234
ExjM5Gy19ew,8,27,3,38,0.21052631578947367,0.21052631578947367,0.7105263157894737
EyRXGchQBuQ,2,13,1,16,0.125,0.125,0.8125
EzBTwiLR4tU,17,22,0,39,0.4358974358974359,0.4358974358974359,0.5641025641025641
F-fg0n19JCE,22,35,1,58,0.3793103448275862,0.3793103448275862,0.603448275862069
F-uBG6MnL80,13,6,0,19,0.6842105263157895,0.6842105263157895,0.3157894736842105
F0ggDl2AOII,89,23,5,117,0.7606837606837606,0.7606837606837606,0.19658119658119658
F2IL2YZmgOo,11,30,1,42,0.2619047619047619,0.2619047619047619,0.7142857142857143
F2QhqTdresc,9,19,4,32,0.28125,0.28125,0.59375
F2V7ZMVTI4I,20,62,9,91,0.21978021978021978,0.21978021978021978,0.6813186813186813
F5OUeEI-tXo,9,17,1,27,0.3333333333333333,0.3333333333333333,0.6296296296296297
F5RfCbRDj3M,17,48,7,72,0.2361111111111111,0.2361111111111111,0.6666666666666666
F7ES69Yrwqs,10,16,0,26,0.38461538461538464,0.38461538461538464,0.6153846153846154
F9bRaMiqK-A,24,48,2,74,0.32432432432432434,0.32432432432432434,0.6486486486486487
FA0aUJPhZ8U,9,11,2,22,0.4090909090909091,0.4090909090909091,0.5
FAjhQkepggk,19,11,1,31,0.6129032258064516,0.6129032258064516,0.3548387096774194
FC5Jvo85QJg,17,13,1,31,0.5483870967741935,0.5483870967741935,0.41935483870967744
FCkMs3rmaL4,4,21,2,27,0.14814814814814814,0.14814814814814814,0.7777777777777778
FDK3_NeCseE,28,45,8,81,0.345679012345679,0.345679012345679,0.5555555555555556
FDO5SXiQFyk,4,36,4,44,0.09090909090909091,0.09090909090909091,0.8181818181818182
FE6ni-_RgNM,8,40,1,49,0.16326530612244897,0.16326530612244897,0.8163265306122449
FEhWJi2CWWU,21,44,5,70,0.3,0.3,0.6285714285714286
FEoNOzaBLoE,41,120,18,179,0.22905027932960895,0.22905027932960895,0.6703910614525139
FF-ADE2_nrk,7,31,9,47,0.14893617021276595,0.14893617021276595,0.6595744680851063
FFx3LVRHkmM,29,12,2,43,0.6744186046511628,0.6744186046511628,0.27906976744186046
FFyf9sTeQaU,12,15,3,30,0.4,0.4,0.5
FGyhVuG5R_U,28,151,7,186,0.15053763440860216,0.15053763440860216,0.8118279569892473
FHkIe5Xbkbg,2,7,4,13,0.15384615384615385,0.15384615384615385,0.5384615384615384
FIKdP5xtKt4,89,70,11,170,0.5235294117647059,0.5235294117647059,0.4117647058823529
FJ-01JK2jrY,1,0,0,1,1,1,0
FJayin2B1Lg,54,249,16,319,0.16927899686520376,0.16927899686520376,0.780564263322884
FMw0Wwky_7s,5,51,1,57,0.08771929824561403,0.08771929824561403,0.8947368421052632
FPHyS1ks5Ds,77,60,8,145,0.5310344827586206,0.5310344827586206,0.41379310344827586
FPfx75g0XkI,21,31,3,55,0.38181818181818183,0.38181818181818183,0.5636363636363636
FQcVSFyegQc,27,77,8,112,0.24107142857142858,0.24107142857142858,0.6875
FRUi0-k9Qro,4,11,0,15,0.26666666666666666,0.26666666666666666,0.7333333333333333
FSwQdU5_c6U,4,7,0,11,0.36363636363636365,0.36363636363636365,0.6363636363636364
FTA01VGfV2A,1,10,0,11,0.09090909090909091,0.09090909090909091,0.9090909090909091
FUulDc8T_6Y,14,26,1,41,0.34146341463414637,0.34146341463414637,0.6341463414634146
FV7VKzCW1C4,8,4,0,12,0.6666666666666666,0.6666666666666666,0.3333333333333333
FV9ONvk2OiA,90,208,17,315,0.2857142857142857,0.2857142857142857,0.6603174603174603
FVCOoScb1Cw,21,50,7,78,0.2692307692307692,0.2692307692307692,0.6410256410256411
FVNtH3S5R0A,1,12,0,13,0.07692307692307693,0.07692307692307693,0.9230769230769231
FW2vX-nWD_4,8,32,6,46,0.17391304347826086,0.17391304347826086,0.6956521739130435
FZUzCWa7lgM,2,2,1,5,0.4,0.4,0.4
FZjtdVeiy-I,12,14,1,27,0.4444444444444444,0.4444444444444444,0.5185185185185185
F_M08nObhG0,15,97,6,118,0.1271186440677966,0.1271186440677966,0.8220338983050848
Fbe7rUL2f6w,7,10,3,20,0.35,0.35,0.5
Fd9HMnGFS-k,7,13,1,21,0.3333333333333333,0.3333333333333333,0.6190476190476191
FdQ4Qpdfstw,19,84,9,112,0.16964285714285715,0.16964285714285715,0.75
FeDsRwbggXQ,3,24,0,27,0.1111111111111111,0.1111111111111111,0.8888888888888888
FeVMdPbn7-8,0,3,0,3,0,0,1
Ff9nDhNQUbI,17,23,2,42,0.40476190476190477,0.40476190476190477,0.5476190476190477
FfpK7ENjAnU,42,133,16,191,0.2198952879581152,0.2198952879581152,0.6963350785340314
FhXlYvDfu8w,73,283,47,403,0.18114143920595532,0.18114143920595532,0.7022332506203474
FjaONzwJ-mU,19,33,9,61,0.3114754098360656,0.3114754098360656,0.5409836065573771
FlfiVZAxecg,18,33,4,55,0.32727272727272727,0.32727272727272727,0.6
FmfvsRrPD00,53,66,7,126,0.42063492063492064,0.42063492063492064,0.5238095238095238
FnHr7u0AZ3c,23,44,5,72,0.3194444444444444,0.3194444444444444,0.6111111111111112
Fnxg3c5uNx8,6,10,2,18,0.3333333333333333,0.3333333333333333,0.5555555555555556
Fo-RSbd8rsw,6,11,1,18,0.3333333333333333,0.3333333333333333,0.6111111111111112
Fo_JpA5WN8s,13,22,5,40,0.325,0.325,0.55
Fp62V7Em_Gw,22,93,5,120,0.18333333333333332,0.18333333333333332,0.775
FprZxpSjEwM,35,24,2,61,0.5737704918032787,0.5737704918032787,0.39344262295081966
Fq7w_ujGlcA,26,32,10,68,0.38235294117647056,0.38235294117647056,0.47058823529411764
FqcT3MrEOa8,11,17,3,31,0.3548387096774194,0.3548387096774194,0.5483870967741935
FrJrH7Oem3o,19,9,0,28,0.6785714285714286,0.6785714285714286,0.32142857142857145
